	cpgname	genename	pvalue	pvalue.fdr	pvalue.bonferroni	effect
24817	cg18888520	ZSCAN18	1.78432552913968E-005	6.03414593792315E-005	0.4457423604	1.5161052881
3983	cg01920829	CDK5R2	1.78926752646688E-005	6.05003953419994E-005	0.4469769208	1.1190708546
15970	cg24117468	P4HA2	1.79627921102438E-005	6.07292610239546E-005	0.4487285097	0.8749672106
12400	cg12040555	MGMT	1.81261323566935E-005	6.12731951830258E-005	0.4528089124	0.9849338763
23605	cg03160740	VIPR1	1.81606162242065E-005	6.13814577048981E-005	0.4536703539	1.1517970594
15671	cg06405206	NXPH3	1.8168945711204E-005	6.14013031400955E-005	0.4538784328	0.8808991498
19504	cg05322019	SEMA4G	1.82242627329861E-005	6.15799144234717E-005	0.4552603073	0.9619134152
7895	cg03469082	GABRG1	1.83939316804646E-005	6.21448211130222E-005	0.4594988073	1.1617438227
15252	cg21428681	NKX3-1	1.84064818559981E-005	6.21788131500592E-005	0.4598123232	1.2940036327
9562	cg09486093	HSD17B4	1.84731070069963E-005	6.23954416092179E-005	0.4614766861	1.2001841667
15882	cg09325101	OSTBETA	1.85452327747639E-005	6.26305880689979E-005	0.4632784599	0.915728493
20670	cg24899750	SNRPB2	1.85902809872734E-005	6.27742375429949E-005	0.4644038093	1.0957030665
21135	cg08203715	ST3GAL4	1.86742227235017E-005	6.3049163110663E-005	0.4665007579	1.3345664251
7357	cg26015133	FCRLB	1.88232751073655E-005	6.35438156023104E-005	0.4702242355	0.9732094446
8556	cg19859270	GPR15	1.88303795035092E-005	6.35592096172359E-005	0.4704017104	0.9863459548
4083	cg27114026	CELA1	1.89001176264678E-005	0.000063786	0.4721438384	0.9834327445
11736	cg25775449	LTB4R;CIDEB	1.90592534108785E-005	6.43143603211069E-005	0.4761192095	0.9707798877
4173	cg11177404	CGB2;SNAR-G2	1.90622804062512E-005	6.43158869298433E-005	0.4761948268	1.1058822086
19329	cg14741922	SCGB2A2	1.9092634658773E-005	6.44096024862672E-005	0.4769531064	0.9803684478
9728	cg08465774	IDO1	1.91722775890977E-005	6.46695471851537E-005	0.4789426665	0.9582956135
21434	cg07160163	SYK	1.93848180925063E-005	6.53776347737141E-005	0.4842521408	2.1378223355
2212	cg24408511	C12orf51	1.94002007148287E-005	6.54206822431338E-005	0.4846364141	0.9375413266
416	cg03573747	ADIPOQ	1.960854692705E-005	6.61143353738206E-005	0.4898411108	0.9566726758
8057	cg27043141	GCET2	1.96237693464059E-005	6.61567317196444E-005	0.490221382	0.9694078245
2083	cg22182666	BZRAP1	1.96437522452263E-005	6.62151632489539E-005	0.4907205748	0.9581487061
11742	cg16632280	LTBP3	1.96699330651198E-005	6.62944681462168E-005	0.4913745979	1.2537471798
12892	cg20380069	MSI1	1.99126818156752E-005	6.71035619098047E-005	0.4974387044	2.5097435083
6614	cg00027083	EPB41L3	2.00295851578464E-005	6.74884093374914E-005	0.5003590668	0.7381187445
24755	cg10976172	ZNF785	2.02221143331876E-005	6.81279350178504E-005	0.5051686382	1.1686336246
21257	cg20673075	STK3	2.03858627031181E-005	6.86703392916119E-005	0.5092592362	0.8518343225
8563	cg14566624	GPR153	2.04871496443245E-005	6.90022226324484E-005	0.5117894853	1.3132832321
17622	cg09072120	PRTFDC1	2.0522803450715E-005	0.000069113	0.512680153	1.5428019034
18868	cg26555310	RPE65	2.07433279509191E-005	6.98462158703208E-005	0.5181890755	1.0361079761
17627	cg19044630	PRUNE2	2.08813219810773E-005	7.02955023848283E-005	0.5216363044	1.194688702
5285	cg10481417	CYP1A1	2.08823875424447E-005	7.02955023848283E-005	0.5216629232	2.4920649004
10584	cg10539808	KCTD1	2.09154591980584E-005	7.03973438731739E-005	0.5224890862	0.9498620582
19435	cg24677780	SEC1;CA11	2.1226599709011E-005	0.000071435	0.5302616873	1.3829815564
1823	cg26371206	BFSP1	2.13447189721036E-005	7.1822794267527E-005	0.5332124246	1.5480568
22014	cg06508934	TIMP2	2.13643300664036E-005	7.18791016011889E-005	0.5337023294	1.7790013359
2870	cg06953768	C5orf24	2.14002215345724E-005	7.19901608073193E-005	0.5345989342	0.873302371
7617	cg04848046	FNDC3B	0.000021436	7.21006986655552E-005	0.535491889	0.9725056541
8400	cg26764244	GNG12	2.14435680429236E-005	7.21165553689114E-005	0.5356817733	1.2363390679
4500	cg00819362	CLIP3	2.15940835222294E-005	0.000072613	0.5394418005	1.0187561766
8674	cg21516478	GPX3	2.16737233387312E-005	0.000072871	0.5414312827	1.1352924604
720	cg08719081	ALX3	2.1804644959352E-005	7.33012832363845E-005	0.5447018357	1.0278445973
16925	cg25250358	PLOD2	2.18306679580233E-005	7.33788907776347E-005	0.5453519163	1.5738669081
8945	cg20289949	HAAO	2.18646920379143E-005	7.34833676576262E-005	0.5462018718	0.9318112012
23800	cg03640148	WDR6	0.000021893	7.35685276256995E-005	0.5469084344	1.1341907895
11422	cg16746462	LNPEP	2.19352392261134E-005	7.36969107593077E-005	0.5479642111	0.9095236759
1991	cg22496859	BRF1	2.19370813180502E-005	7.36969107593077E-005	0.5480102284	1.0701065372
333	cg16786703	ADAM8	2.20472386806929E-005	0.000074057	0.5507620695	0.5603665533
6471	cg07623294	ELAVL2	0.000022063	0.0000741	0.5511558463	1.5538553102
21668	cg11959821	TBRG4	2.2075571156896E-005	7.41322547480065E-005	0.5514698431	0.8686189901
5588	cg04761824	DEC1	2.21402208269887E-005	7.43393624299737E-005	0.5530848565	0.974818189
9441	cg25928579	HOXB8	2.22059462689735E-005	0.00007455	0.5547267437	1.2705356146
151	cg18230771	ACAN	2.23036288999637E-005	7.48679056100501E-005	0.5571669535	2.2515707443
9641	cg24134767	HTR3A	2.24231338397514E-005	7.5258942153813E-005	0.5601523065	1.2080879363
15565	cg11965370	NTM	2.25187847852755E-005	7.55698230415056E-005	0.5625417627	1.5568042618
21689	cg15861540	TBXA2R	2.26158652866801E-005	7.58854171560183E-005	0.5649669307	0.6730245391
24972	cg13912117		2.26404889377237E-005	7.59578369800264E-005	0.5655820542	1.8850057721
5912	cg10356060	DNAJC18	2.27512607123397E-005	7.63192216805367E-005	0.5683492439	0.9293527591
19326	cg13916742	SCGB1D1	2.2778591441317E-005	7.64006435010123E-005	0.5690319928	0.9670373606
18778	cg08496998	RNF216	2.27884912830901E-005	7.64235871583934E-005	0.5692793007	1.0081068318
21717	cg09045681	TCF19;CCHCR1	2.28185388266215E-005	7.65140830104474E-005	0.5700299184	0.7255121246
19492	cg08274234	SEMA3E	2.28677991725975E-005	0.000076669	0.5712604911	1.6314328323
2832	cg04301614	C4orf19	2.29668726047894E-005	7.69908003945578E-005	0.5737354445	1.073641728
12706	cg03557733	MPP2	2.29774463891476E-005	7.70159114782364E-005	0.5739995882	1.4639118138
9733	cg21459867	IDUA;SLC26A1	2.29939315931909E-005	7.70608270900862E-005	0.5744114051	1.0585122111
1946	cg03552688	BPESC1	2.30165198334722E-005	7.71261813494256E-005	0.574975682	0.9816169253
4694	cg16640096	COL4A3;COL4A4	2.30609395848197E-005	7.72646635955448E-005	0.5760853318	1.0908411867
16309	cg05532892	PDE3B;PSMA1	2.31313001781743E-005	0.00007749	0.5778430098	1.5186920928
2559	cg23695504	C1orf229	0.000023139	7.75053334454059E-005	0.5780347768	1.4223916065
255	cg14088161	ACTL6B	2.31596527952915E-005	7.75641890976238E-005	0.5785512865	0.9354384558
15142	cg11086066	NFATC2	2.31974887860026E-005	7.76804916036368E-005	0.5794964674	1.3327866196
123	cg25821963	ABLIM3	2.33621798153284E-005	7.82215003306152E-005	0.583610614	0.6925777191
7106	cg06307601	FAM49B	2.34982433386213E-005	7.86665259772313E-005	0.5870096168	1.0931608221
11419	cg18453621	LMX1B	2.35517724649179E-005	7.88351638678968E-005	0.5883468279	2.5725778812
8461	cg15427774	GORASP1;TTC21A	2.36541988992361E-005	7.9167409258014E-005	0.5909055427	1.1692909639
24694	cg10705251	ZNF683	2.36691202071526E-005	7.92067370254361E-005	0.5912782919	0.9728054469
21231	cg11271605	STEAP4	2.3750252583698E-005	7.94675944003964E-005	0.5933050598	0.7414693094
24718	cg02440177	ZNF702P	2.38370888537698E-005	7.97474643974853E-005	0.5954743167	3.0590799456
11903	cg06668300	MAL	2.38612196057291E-005	7.98175049505517E-005	0.596077127	1.8893252301
1412	cg06746171	ATOX1	2.38675763846318E-005	7.98280794837979E-005	0.5962359257	1.5299705843
18534	cg08373610	RFTN2	0.000024227	8.10195274479204E-005	0.60521587	1.3117116702
4440	cg12654845	CLDN2	2.42654835719805E-005	8.11372032005949E-005	0.6061760451	1.0663403188
19685	cg23910835	SFRP2	2.43679265443023E-005	8.14688400700235E-005	0.608735173	1.3847421326
9978	cg24585690	IL9	2.46239161232103E-005	8.23136690317029E-005	0.6151300487	0.9559119915
751	cg25229172	AMDHD1;CCDC38	2.46512353434409E-005	0.000082394	0.6158125101	1.2836040487
12488	cg26815021	MIR636;MFSD11;SFRS2	0.000024766	8.27664813682503E-005	0.6186794482	1.101268061
12212	cg11590700	MECOM	2.48890629829222E-005	0.000083165	0.6217536824	0.833055585
11274	cg19099850	LGALS3	2.48919125422401E-005	0.000083165	0.6218248672	1.0715518509
4670	cg16907566	COL14A1	2.5175318999709E-005	8.41006477576533E-005	0.6289046439	1.1810984715
23521	cg11158430	UTS2D	2.52985367463585E-005	0.000084501	0.6319827465	0.9815609493
2805	cg08595011	C3orf39	2.55121224961229E-005	0.000085203	0.6373183321	0.9138929471
2509	cg23166289	C1orf107	2.55732052960383E-005	8.53955676380609E-005	0.6388442415	0.8292159644
17888	cg13353683	PTRF	2.58278934722357E-005	8.62345104022882E-005	0.6452066068	0.8640306369
13106	cg05744229	MYH7	2.58813888021723E-005	8.6396372237623E-005	0.6465429737	0.9558019906
20229	cg05706061	SLC31A2	2.58832892929174E-005	8.6396372237623E-005	0.6465904498	1.1956270614
463	cg18619267	AFAP1	2.59004099377426E-005	0.000086442	0.6470181407	1.2060177147
6083	cg24386906	DSE	2.6079724966724E-005	8.70288016823045E-005	0.6514976094	1.1259657611
23935	cg22533573	WT1	2.61606393006778E-005	8.72871551182359E-005	0.6535189304	1.1643806398
4951	cg10891157	CRTAP	2.6175302812312E-005	8.73244176755296E-005	0.6538852396	1.0664063384
12481	cg09886641	MIR548H4;NOX5;SPESP1	0.000026282	8.76685465739327E-005	0.6565497453	1.0697768202
20072	cg08999895	SLC22A18;SLC22A18AS	2.62863076860684E-005	8.76713287457508E-005	0.6566582523	1.1285789974
15245	cg12220493	NKX2-1	2.63608581298313E-005	8.78975516129807E-005	0.6585205969	1.4522838897
9686	cg05434957	ICA1	2.63611727586746E-005	8.78975516129807E-005	0.6585284567	3.962776576
3032	cg05830416	C9orf100	2.6594059098508E-005	8.86622434725514E-005	0.6643461903	0.8641206851
11572	cg18110535	LPIN2	2.67862099106375E-005	8.92909407229297E-005	0.6691463098	1.2888760145
16060	cg01606998	PANX2	2.69464158131867E-005	0.000089813	0.6731484134	1.2097486424
4895	cg08472583	CRCP	2.69945998479445E-005	8.99615926896347E-005	0.6743520988	1.3483873727
12139	cg24003542	MCC	2.71643252022993E-005	9.05151404399946E-005	0.6785920079	0.9303183881
15906	cg22981461	OTUB2	2.72947513159497E-005	9.09376077118884E-005	0.6818501826	1.337793221
10302	cg25477928	ITSN2	2.73244185592353E-005	9.10243099117557E-005	0.6825913	0.8899608446
10968	cg10766289	KRT1	2.74515760981398E-005	9.14357096676841E-005	0.6857678225	0.9655889923
6287	cg14292823	EEF1D;TIGD5	2.74613595202196E-005	9.1456102142995E-005	0.6860122222	1.0925899265
21685	cg18536148	TBX4	2.74967164333226E-005	9.15616466570024E-005	0.6868954732	1.1338916455
12595	cg23149053	MMP17	2.76193651144718E-005	9.1957798204001E-005	0.6899593599	1.0799157391
9614	cg05346140	HSPB9	2.77061761033563E-005	9.22345396106002E-005	0.6921279852	1.0397496951
19201	cg20166532	S1PR1	2.78727800974586E-005	9.27768047454516E-005	0.6962899196	1.6397519221
1833	cg00968475	BHLHB9	2.79415358564101E-005	9.29932730121209E-005	0.6980075072	1.3819424132
12722	cg10431340	MPZ	2.79513447040606E-005	9.30135263157236E-005	0.6982525421	0.9333531847
9544	cg17830754	HSD11B1L;C19orf70	2.80522639832261E-005	9.33369214924041E-005	0.7007736066	1.3230609667
16715	cg12611860	PIK3C2A	2.81384686074073E-005	9.36112777043072E-005	0.7029270843	0.9518416108
11115	cg07846220	LAMA1	2.82738635186927E-005	9.40491856938033E-005	0.7063093846	1.6810415981
3029	cg23843812	C8orf86	0.000028313	9.41669000850321E-005	0.7072875865	1.664281085
4813	cg15154229	CPA1	2.83596783811356E-005	9.43095215174586E-005	0.7084531256	1.0419173831
11087	cg16907514	KTN1;C14orf33	2.85227187428373E-005	9.4839083843314E-005	0.7125260369	1.2654405707
1422	cg15523238	ATP10A	2.85376531376337E-005	9.48761129932431E-005	0.712899113	1.1984828316
21546	cg04280119	TAF6;CNPY4	2.85910842844821E-005	9.50411013320888E-005	0.7142338765	0.8184242741
12835	cg18031008	MRPS21	2.86235494857108E-005	9.51363610567511E-005	0.7150448897	1.6760938068
11065	cg06748315	KRTAP19-3	0.000028685	9.53278377980593E-005	0.7165793567	0.9801807523
18814	cg14076411	RNGTT	2.87124869758178E-005	9.54065758370452E-005	0.7172666371	1.1040529815
7429	cg26096837	FGF19	2.88525891840525E-005	9.58504416337901E-005	0.7207665304	1.139265486
24180	cg24229963	ZFAND1	2.88537416871263E-005	9.58504416337901E-005	0.7207953211	0.7700710385
16888	cg02254407	PLEKHB1	2.89871401728794E-005	9.62807803029784E-005	0.7241277487	1.0632786181
6170	cg10281478	DYNC1I1	2.90872061641217E-005	9.66003053956293E-005	0.7266274972	1.0730860484
21746	cg01274324	TCP10L	2.91477584755305E-005	9.67885357539847E-005	0.7281401545	0.9820943348
15379	cg21765730	NOX3	0.000029233	9.70587435155866E-005	0.7302699862	1.1846779367
5556	cg09144422	DDX28;DUS2L	2.92530774258968E-005	9.71124421496782E-005	0.7307711272	2.3307090967
7686	cg17503456	FOXL2;C3orf72	2.92628344471672E-005	9.71319249700617E-005	0.7310148673	1.4886486444
7131	cg10951619	FAM5C	0.00002933	0.000097342	0.7326928581	1.2766021618
20820	cg26825412	SOX18	2.93909323846026E-005	9.75312011025184E-005	0.7342148819	1.091348208
17103	cg27024922	POMT1	2.95602582111352E-005	9.8080065131142E-005	0.7384448104	1.4680725002
4239	cg12422450	CHGA	2.96494795059621E-005	0.000098363	0.7406736475	1.4820380127
8741	cg21710060	GRK1	2.99259380490581E-005	0.000099267	0.7475798584	0.9940594266
10700	cg15973234	KIAA1199	2.99319351026798E-005	9.92737215613442E-005	0.7477296708	1.317413816
324	cg26258845	ADAM23	3.0207473789608E-005	0.0001001743	0.7546129027	1.9235531395
15412	cg18117393	NPL	3.0332548420429E-005	0.0001005757	0.7577373921	1.0166307058
9729	cg16957569	IDO2	3.04951391069964E-005	0.0001011014	0.76179907	0.9214838142
15281	cg14930706	NLRP4	3.05408898935418E-005	0.0001012396	0.7629419704	0.9873029482
20640	cg13994177	SNORD116-1	3.0681896811279E-005	0.0001016936	0.7664644642	0.9732801023
5299	cg20322977	CYP26C1	3.0871579956598E-005	0.0001023087	0.7712029389	1.1342783929
5839	cg01169726	DLX5	3.09596159427422E-005	0.0001025868	0.7734021659	1.3540341515
13155	cg08441170	MYO3A	3.09726409607934E-005	0.0001026164	0.7737275438	1.3267020729
12177	cg23752923	MCOLN3	3.13342967539308E-005	0.0001038008	0.7827620672	1.8299890517
8496	cg16792800	GPC6	3.13470862307098E-005	0.0001038294	0.7830815611	1.2000641612
20766	cg22125370	SOCS2	3.1714810523688E-005	0.0001050335	0.7922676817	1.324054794
215	cg09814877	ACPT	3.17258283996391E-005	0.0001050561	0.7925429193	0.9793655966
6633	cg22619563	EPHA3	3.17341557652443E-005	0.0001050697	0.7927509452	1.9353770395
21720	cg10771262	TCF21	3.18655406860014E-005	0.0001054907	0.7960330719	0.909249634
17078	cg00131121	POLR2J	3.18824098257755E-005	0.0001055326	0.7964544799	1.1471165812
22446	cg07086380	TNFAIP8	3.19066589319109E-005	0.0001055989	0.7970602468	1.1060553265
5271	cg15032239	CYFIP1	3.19440820123847E-005	0.0001057087	0.7979951128	1.2441937369
19352	cg13694749	SCN4A	0.000031954	0.0001057275	0.7982429751	0.9599782059
20415	cg00534274	SLC7A11	3.19767536862089E-005	0.0001057888	0.7988112838	1.1934542247
6278	cg23582408	EEF1A2	3.20664961359086E-005	0.0001060717	0.80105314	2.7046113855
12843	cg22396691	MRPS25	3.20733294414948E-005	0.0001060802	0.8012238428	1.2286994379
17106	cg07404485	PON1	3.21356949526949E-005	0.0001062724	0.8027817956	1.113254014
649	cg07800320	ALDH1L1	3.2144388174266E-005	0.0001062871	0.802998961	1.5813353951
15730	cg22244418	OGFOD1;NUDT21	3.21848129493311E-005	0.0001064067	0.8040088123	1.0616678299
5850	cg10133777	DMKN	3.21999308323271E-005	0.0001064353	0.8043864721	0.9234125422
10610	cg18678185	KDELR1	0.000032202	0.0001064353	0.8044381719	0.7260824024
14982	cg18081258	NDRG2	3.22292402818796E-005	0.0001065113	0.8051186515	1.1844257783
6980	cg02995295	FAM124A	3.22892868658315E-005	0.0001066956	0.8066186752	1.3403218112
344	cg02564733	ADAMTS15	3.23493358070997E-005	0.0001068799	0.8081187578	1.2467544808
7591	cg01667384	FLT3LG	3.26146008462758E-005	0.000107742	0.8147453437	0.8120790878
8223	cg20163288	GJC1	3.28794393908858E-005	0.0001086026	0.8213612754	1.5370330522
16605	cg05064352	PHF21B	3.29454693964289E-005	0.0001088063	0.823010771	1.3748623036
9223	cg22349489	HIST1H2BK;HIST1H2AH	3.29958866611474E-005	0.0001089584	0.8242702447	2.0117177838
12898	cg17030820	MSMB	3.30028013433428E-005	0.0001089668	0.8244429804	0.9765867205
4984	cg02504280	CSAG1;MAGEA12	3.32498364056716E-005	0.000109768	0.8306141633	0.9648579916
1299	cg26847490	ASB4	3.33081379058615E-005	0.0001099459	0.832070593	1.1781713461
10263	cg22909609	ITGBL1	3.34014266555894E-005	0.0001102393	0.8344010393	0.9437456456
16588	cg06818415	PHF1	3.36362993556068E-005	0.0001109998	0.8402683942	1.0730835758
19141	cg27360282	RUNX3	0.000033648	0.0001110238	0.8405610141	0.9945578514
6577	cg11635563	ENOX1	3.40056136182023E-005	0.0001121889	0.8494942338	0.9879778604
4294	cg22925639	CHRNA1	3.41048941697514E-005	0.0001125016	0.8519743613	0.97350315
12188	cg17412351	MDH2;STYXL1	3.41800908092255E-005	0.0001127347	0.8538528485	1.1764880175
21700	cg23163644	TCEAL2	0.000034234	0.0001128978	0.8552006634	1.7013904447
18496	cg19205533	RERG	3.42723433085706E-005	0.0001130092	0.8561574082	1.1615304777
7422	cg06960698	FGF14	3.42858867255587E-005	0.0001130389	0.8564957363	1.2081719996
8361	cg07284407	GNAS	3.43254337118255E-005	0.0001131543	0.8574836596	0.9473788078
10882	cg19906926	KLHL5	3.43411012391825E-005	0.0001131911	0.8578750501	0.851246221
13131	cg00256074	MYLPF	3.43491072104763E-005	0.0001132025	0.8580750472	0.9589712731
6044	cg10368981	DPYSL2	3.45096031160165E-005	0.0001137164	0.8620843954	1.0637509918
591	cg04254119	AKAP3	3.46439142733318E-005	0.000114144	0.8654396225	0.9765755541
46	cg21660392	ABCA8	3.46901733184108E-005	0.0001142813	0.8665952197	0.9653953159
15154	cg14534464	NFE2L3	3.47154768581159E-005	0.0001143496	0.8672273274	0.7588172311
18863	cg02748427	RPAP2;GLMN	3.47851468499905E-005	0.000114564	0.8689677535	1.1555691964
23160	cg25059428	UBA1	3.48456037930013E-005	0.000114748	0.8704780284	1.4744691594
13162	cg26952188	MYO7A	3.49083736847309E-005	0.0001149395	0.872046083	1.0257123597
24534	cg27480700	ZNF480	3.49916547497845E-005	0.0001151985	0.8741265273	1.7286889857
20207	cg24027679	SLC2A7	3.51262345767345E-005	0.000115622	0.877488466	0.9794857458
4572	cg06757810	CNGB3	3.51295252209964E-005	0.000115622	0.8775706695	0.9090947074
10996	cg00063144	KRT31	3.54090737312877E-005	0.0001165267	0.8845540709	0.9872167784
22063	cg07759587	TLR8;LOC349408	3.5425272656346E-005	0.0001165646	0.8849587362	0.9696124668
12910	cg18862260	MSTN	3.54434658948142E-005	0.0001166091	0.8854132215	1.050986201
113	cg25839227	ABI3	3.5692487113156E-005	0.000117413	0.8916340206	0.9030215174
2213	cg12133004	C12orf54	3.57694510798853E-005	0.0001176506	0.8935566574	0.9576753012
21411	cg11368509	SUV420H2	3.58039359485199E-005	0.0001177486	0.8944181239	1.205010814
24488	cg19139277	ZNF395	3.58457088609956E-005	0.0001178704	0.8954616531	1.0735195489
22971	cg00311768	TSTA3	3.59013659259408E-005	0.0001180379	0.8968520222	0.9164960015
17290	cg27543230	PPP2CA	3.60951079515483E-005	0.0001186593	0.9016918917	1.2962257917
15759	cg09879099	ONECUT2	3.62067195941512E-005	0.0001190105	0.9044800622	1.7489661684
5382	cg24000099	DAGLB	3.62577569769154E-005	0.0001191626	0.905755027	0.9428979197
2508	cg15250507	C1orf106	3.62903424108844E-005	0.000119254	0.9065690438	1.2753526899
16940	cg24724583	PLXDC1	3.63218008872936E-005	0.0001193417	0.907354908	1.0983778807
7423	cg02096520	FGF16	3.63942160751308E-005	0.0001195639	0.9091639118	0.9762758361
9346	cg18644543	HMHA1	3.65744957755353E-005	0.0001201404	0.913667479	1.6817098406
12946	cg22655224	MT3	3.66273886535296E-005	0.0001202983	0.914988796	1.8883401505
17368	cg19464016	PRDM1	3.67566322779905E-005	0.0001207069	0.9182174309	1.5525095197
9881	cg00298357	IL17B	3.68886941842903E-005	0.0001211247	0.9215164694	0.9855260211
10806	cg26136776	KLF1	3.69261310370334E-005	0.0001212317	0.9224516794	0.9785732142
