	Case_to_Control.logFC	Case_to_Control.AveExpr	Case_to_Control.t	Case_to_Control.P.Value	Case_to_Control.adj.P.Val	Case_to_Control.B	Case_to_Control.Case_AVG	Case_to_Control.Control_AVG	Case_to_Control.deltaBeta	Case_to_Control.CHR	Case_to_Control.MAPINFO	Case_to_Control.Strand	Case_to_Control.Type	Case_to_Control.gene	Case_to_Control.feature	Case_to_Control.cgi	Case_to_Control.feat.cgi	Case_to_Control.UCSC_Islands_Name	Case_to_Control.SNP_ID	Case_to_Control.SNP_DISTANCE
cg07830126	0.0170094804233591	0.872678288481724	4.09865522706999	0.000156768787262331	0.0271376384150308	-0.29539653067346	0.864173548270045	0.881183028693404	0.0170094804233591	1	3477690	R	I	MEGF6	Body	opensea	Body-opensea		rs556206818;rs559534313;rs528144876;rs551298635;rs192029286;rs79529784	47;41;37;35;17;2
cg04255481	0.0291692455582507	0.325033416181418	4.09863844915951	0.000156777221852885	0.0271376384150308	-0.295448553703768	0.310448793402292	0.339618038960543	0.0291692455582506	13	100121495	R	II		IGR	opensea	IGR-opensea		rs541263355;rs12583639;rs574816822;rs541825909;rs563714063	46;36;30;21;12
cg07115571	0.0257923770107021	0.3733676914036	4.09838457610597	0.000156904902635196	0.0271534350630948	-0.296235721678586	0.360471502898249	0.386263879908951	0.0257923770107022	12	2842707	F	II		IGR	opensea	IGR-opensea		rs548400206;rs568183389	1;39
cg09296069	0.0417337861418339	0.568730540902746	4.09830146275826	0.00015694672487378	0.0271543694364584	-0.296493420786891	0.547863647831829	0.589597433973663	0.0417337861418338	7	101928026	F	II	SH2B2	TSS1500	shore	TSS1500-shore	chr7:101929503-101931089		
cg13276306	0.0376388472309716	0.530676348866671	4.09815980917268	0.00015701802919761	0.0271552398828518	-0.29693262240233	0.511856925251186	0.549495772482157	0.0376388472309716	8	108344200	R	II	ANGPT1	Body	opensea	Body-opensea		rs375128138;rs80058562	12;1
cg14057750	0.0375014399781163	0.3369224183588	4.09809630956089	0.000157050003266463	0.0271552398828518	-0.297129502650444	0.318171698369742	0.355673138347858	0.0375014399781163	7	26143257	R	II		IGR	opensea	IGR-opensea		rs147506599	21
cg06777477	0.0318534633134894	0.261763478182638	4.09807441687569	0.000157061028391767	0.0271552398828518	-0.297197380474622	0.245836746525893	0.277690209839383	0.0318534633134894	15	74822406	F	II		IGR	opensea	IGR-opensea		rs547827987;rs566732093;rs11857192	1;33;38
cg07691124	0.0179111278985205	0.920494999742525	4.0979063723809	0.000157145680360423	0.0271635763477268	-0.297718393141144	0.911539435793265	0.929450563691786	0.0179111278985205	11	40208191	R	II	LRRC4C	Body	opensea	Body-opensea			
cg22545356	0.0225323293559435	0.887278389799784	4.09765820376315	0.000157270775578502	0.0271788981862516	-0.298487807243305	0.876012225121812	0.898544554477756	0.0225323293559435	10	88716659	R	II	MMRN2	Body	opensea	Body-opensea		rs528302968	1
cg25693439	0.0268946924933887	0.238030876539455	4.09755647564716	0.000157322081928435	0.0271814639851546	-0.29880319532331	0.22458353029276	0.251478222786149	0.0268946924933887	16	4104417	R	II	ADCY9	Body	opensea	Body-opensea		rs11076804;rs184355384	30;2
cg15151059	0.0383325994937337	0.706916104910892	4.09742026259231	0.000157390806102111	0.0271870372779645	-0.299225491239508	0.687749805164025	0.726082404657759	0.0383325994937338	1	150936875	R	II	SETDB1	3'UTR	opensea	3'UTR-opensea		rs587676143	16
cg19223218	0.0301775788317237	0.574750375835851	4.09707953547901	0.000157562842191202	0.0272024867294192	-0.300281804090386	0.559661586419989	0.589839165251713	0.0301775788317237	19	4082332	F	II		IGR	opensea	IGR-opensea			
cg14754879	0.0158999187519275	0.921535721493967	4.09704519401531	0.000157580191609212	0.0272024867294192	-0.300388266186752	0.913585762118003	0.929485680869931	0.0158999187519278	20	15201669	R	II	MACROD2	Body	opensea	Body-opensea		rs75178441;rs190923471;rs182140818;rs529265282	50;9;3;2
cg20981219	0.0341217685210352	0.502108860492205	4.09700896088413	0.000157598498712408	0.0272024867294192	-0.300500592178298	0.485047976231687	0.519169744752722	0.0341217685210351	14	77385200	R	II		IGR	opensea	IGR-opensea		rs578151117	12
cg08125682	-0.0249666756716241	0.170127451031424	-4.09695415055448	0.000157626196026294	0.0272024867294192	-0.300670508252054	0.182610788867236	0.157644113195612	-0.0249666756716241	16	11038455	F	I	CLEC16A	1stExon	island	1stExon-island	chr16:11038164-11038763		
cg02072585	0.030747218133042	0.773725162383498	4.09682990248436	0.000157688999808203	0.0272070272272645	-0.30105568236476	0.758351553316977	0.789098771450019	0.030747218133042	8	36927372	F	II		IGR	opensea	IGR-opensea		rs536660171	19
cg11510931	0.037422660389914	0.58777355248425	4.09640861053341	0.000157902131330431	0.0272374965679115	-0.302361662436368	0.569062222289293	0.606484882679207	0.037422660389914	10	79996622	F	II		IGR	opensea	IGR-opensea		rs190845753;rs142497195;rs1076987;rs572576233	0;1;39;41
cg21421707	0.0310510591926248	0.273319837155478	4.0962330757224	0.000157991016790505	0.0272465248128132	-0.302905790681333	0.257794307559166	0.28884536675179	0.0310510591926247	11	47517145	F	II	CELF1	TSS1500	opensea	TSS1500-opensea		rs558304952;rs578096145;rs186838010	0;14;33
cg14893902	0.0370997260980507	0.313529860536459	4.09586586847043	0.000158177116276819	0.0272723101627254	-0.304044034446131	0.294979997487434	0.332079723585485	0.0370997260980507	8	120627704	R	II	ENPP2	Body	opensea	Body-opensea		rs539359998	2
cg13941783	0.0272580333320203	0.261665504610772	4.09575861227567	0.000158231513485994	0.0272753812222396	-0.304376490456819	0.248036487944762	0.275294521276782	0.0272580333320203	22	47016175	R	II		IGR	shore	IGR-shore	chr22:47017355-47017654	rs555623722	1
cg12115800	0.0331217788346403	0.377211332870485	4.09539110811004	0.000158418038483238	0.0273012213116809	-0.30551559041127	0.360650443453165	0.393772222287805	0.0331217788346403	3	73144435	F	II		IGR	opensea	IGR-opensea		rs541370444;rs73838473;rs574844303	17;20;41
cg06418867	0.034841076770731	0.838063239131351	4.0950295007926	0.000158601778692796	0.0273122702921189	-0.306636364247166	0.820642700745985	0.855483777516717	0.0348410767707312	10	128153186	F	II	C10orf90	Body	opensea	Body-opensea		rs56395014;rs559110675	38;51
cg19564008	0.0290901099293729	0.773649565340243	4.09492345136593	0.000158655703798483	0.0273122702921189	-0.306965047095261	0.759104510375557	0.78819462030493	0.0290901099293728	5	179045131	R	II	HNRNPH1	ExonBnd	opensea	ExonBnd-opensea		rs539627779;rs538803901	35;27
cg24961492	0.0379384559932715	0.672947624280738	4.09491301469702	0.000158661011704442	0.0273122702921189	-0.306997393619393	0.653978396284102	0.691916852277374	0.0379384559932715	22	39178426	R	II	DNAL4	Body	opensea	Body-opensea		rs738145;rs140328200;rs142696483	35;11;1
cg20628696	0.0395054580558187	0.434770818517006	4.09490721673725	0.000158663960519054	0.0273122702921189	-0.307015363305517	0.415018089489096	0.454523547544915	0.0395054580558188	5	108281009	R	II	FER	Body	opensea	Body-opensea		rs79546855;rs113495110;rs545515776;rs77946183;rs376872600	39;34;27;16;10
cg04582760	0.0266765027642408	0.269144798099689	4.09484702175421	0.000158694578540217	0.0273122702921189	-0.307201925606363	0.255806546717569	0.28248304948181	0.0266765027642409	15	91488530	R	II	UNC45A	Body	opensea	Body-opensea		rs544723675;rs377097871	2;1
cg01905773	0.0402732841616734	0.348271677884093	4.09482454367005	0.00015870601342844	0.0273122702921189	-0.307271591586852	0.328135035803257	0.36840831996493	0.0402732841616733	17	79297618	F	II	TMEM105	5'UTR	opensea	5'UTR-opensea		rs72850688	11
cg07053114	0.0226250976108827	0.350496128494411	4.09472611873598	0.000158756092858841	0.0273122702921189	-0.307576636281264	0.33918357968897	0.361808677299852	0.0226250976108828	10	129794994	F	I	PTPRE	5'UTR	opensea	5'UTR-opensea		rs558954590;rs369845753;rs551231060	2;10;39
cg08276755	0.0405575140837884	0.498287872707426	4.09468851559461	0.000158775229697668	0.0273122702921189	-0.307693177340946	0.478009115665532	0.518566629749321	0.0405575140837882	20	30196714	F	II		IGR	shore	IGR-shore	chr20:30196118-30196585	rs151279021	32
cg03463948	0.0318109327062265	0.305651958932418	4.09447738121557	0.000158882720905192	0.0273205352226451	-0.308347523226161	0.289746492579305	0.321557425285532	0.0318109327062266	11	122612858	F	II	UBASH3B	Body	opensea	Body-opensea		rs117526054;rs539658142	11;47
cg04743897	0.035175306732466	0.27428726204766	4.09445019233805	0.000158896568238067	0.0273205352226451	-0.30843178557328	0.256699608681427	0.291874915413893	0.0351753067324661	10	70719950	F	II	DDX21	Body	shelf	Body-shelf	chr10:70715938-70716494	rs148037952;rs190993673;rs528212201;rs141453413	0;5;26;47
cg13682317	0.0511021494649643	0.520407941119094	4.09435700678222	0.00015894403665087	0.0273223956090039	-0.308720579309207	0.494856866386612	0.545959015851577	0.0511021494649642	11	63898274	F	II	MACROD1	Body	opensea	Body-opensea		rs145611067;rs559384254	18;24
cg20016068	-0.0314283321033958	0.634078587673447	-4.0940610268456	0.00015909489907695	0.0273298106532453	-0.309637837087359	0.649792753725145	0.618364421621749	-0.0314283321033957	3	18480334	F	I	SATB1	TSS200	opensea	TSS200-opensea		rs114312911;rs13069016;rs6768993	0;10;18
cg15510906	0.0345823891809118	0.727773244140841	4.09403087776933	0.000159110273999842	0.0273298106532453	-0.30973126888985	0.710482049550385	0.745064438731297	0.0345823891809118	10	87191696	F	II	LOC101929662	TSS1500	opensea	TSS1500-opensea		rs548769821;rs576336487;rs563375906	1;28;33
cg24626542	0.035171572754667	0.739919199705905	4.09398295909198	0.000159134713732625	0.0273298106532453	-0.309879767888432	0.722333413328572	0.757504986083239	0.035171572754667	12	125020267	F	II	NCOR2	TSS200	shelf	TSS200-shelf	chr12:125023589-125023809	rs554924689;rs138055177;rs143626512	18;28;46
cg15885771	0.0322511858061976	0.454944492224322	4.09384035573088	0.000159207466579944	0.0273298106532453	-0.310321687778629	0.438818899321224	0.471070085127421	0.0322511858061975	7	29905045	F	II	WIPF3	Body	opensea	Body-opensea		rs151132571;rs373346349;rs140084171	0;3;33
cg08046836	0.0280927067132209	0.865197229496468	4.09380745459702	0.00015922425653588	0.0273298106532453	-0.310423645500729	0.851150876139858	0.879243582853079	0.0280927067132211	3	177548306	F	II	KCCAT211	Body	opensea	Body-opensea		rs186953790;rs571247698	0;18
cg09141304	0.033863188504567	0.487231760571478	4.0937865302121	0.000159234935465451	0.0273298106532453	-0.310488488123143	0.470300166319194	0.504163354823761	0.0338631885045672	20	3203445	R	II	ITPA	Body	opensea	Body-opensea		rs528381614;rs116889555	27;1
cg27599848	0.0330377847364778	0.273127107944224	4.09371743769075	0.000159270202327768	0.0273298106532453	-0.310702597944228	0.256608215575986	0.289646000312463	0.0330377847364778	4	113073967	R	II	C4orf32	Body	opensea	Body-opensea		rs577740417;rs186816836	25;24
cg20110364	0.0336381205086219	0.541954757793993	4.0936043659792	0.000159327933809255	0.0273298106532453	-0.311052990452973	0.525135697539682	0.558773818048304	0.0336381205086217	15	74726906	F	II	SEMA7A	TSS1500	shore	TSS1500-shore	chr15:74725323-74726487	rs147891805	41
cg24650734	0.0416986246822588	0.620326284306244	4.09354965565192	0.000159355874767278	0.0273298106532453	-0.311222527974337	0.599476971965115	0.641175596647374	0.0416986246822589	15	71399520	R	II		IGR	opensea	IGR-opensea		rs553040031;rs566323142	7;3
cg11301075	0.0269606410703074	0.219352309633643	4.09353589380401	0.000159362903790025	0.0273298106532453	-0.311265173306698	0.205871989098489	0.232832630168797	0.0269606410703073	6	138030763	F	II		IGR	opensea	IGR-opensea		rs572084199;rs143070207;rs557715760	0;37;48
cg10768316	0.0262848950028834	0.535707406133883	4.09348203790449	0.000159390414203505	0.0273298106532453	-0.311432061759564	0.522564958632442	0.548849853635325	0.0262848950028833	6	166746933	F	I	SFT2D1	Body	opensea	Body-opensea		rs543102342;rs186804343;rs576728779;rs191262644	8;23;27;41
cg14976734	0.0240660566285049	0.873822144663956	4.09332941483523	0.000159468401413145	0.0273359883547585	-0.311905003732271	0.861789116349704	0.885855172978208	0.0240660566285047	3	156841074	R	II	LINC00880	TSS1500	shelf	TSS1500-shelf	chr3:156837983-156838351	rs553391349	49
cg08435323	0.0313273561661163	0.28938840573197	4.0931266665143	0.000159572058815	0.0273359883547585	-0.312533258465576	0.273724727648912	0.305052083815028	0.0313273561661163	12	105592468	F	II	APPL2	Body	opensea	Body-opensea			
cg15622775	0.0105618545347548	0.953794306932671	4.09310989981327	0.000159580633907655	0.0273359883547585	-0.312585212641058	0.948513379665294	0.959075234200048	0.0105618545347547	22	31329697	F	II	MORC2	Body	opensea	Body-opensea		rs545528392;rs117387835;rs567216275	28;48;50
cg03073429	0.0339432927841043	0.280496427547206	4.09307670438101	0.000159597612561322	0.0273359883547585	-0.312688073435718	0.263524781155154	0.297468073939258	0.0339432927841042	10	125506257	F	II	CPXM2	3'UTR	opensea	3'UTR-opensea		rs201749379;rs199712325;rs7088479;rs139450310	0;12;45;46
cg09217897	0.0340633422258685	0.779337958083627	4.0929634924295	0.000159655530888752	0.0273359883547585	-0.313038873806697	0.762306286970693	0.796369629196561	0.0340633422258683	2	54637245	R	II		IGR	opensea	IGR-opensea		rs577890905	22
cg21250898	0.0479963223091933	0.447222422329148	4.09291364477877	0.000159681039010322	0.0273359883547585	-0.313193331040547	0.423224261174551	0.471220583483744	0.0479963223091932	8	12652814	R	II	LOC340357	Body	opensea	Body-opensea		rs141784039;rs572254101;rs542986301	44;11;6
cg22511570	0.0364489612785434	0.526166600148032	4.09290061515298	0.000159687707203326	0.0273359883547585	-0.313233704306029	0.50794211950876	0.544391080787303	0.0364489612785434	3	171281283	F	II		IGR	opensea	IGR-opensea		rs142115856;rs184294187;rs146214822;rs555458536	0;10;29;34
cg10778283	0.026583183163486	0.235844216663301	4.09276408915929	0.000159757593576358	0.0273359883547585	-0.31365673649952	0.222552625081558	0.249135808245044	0.0265831831634859	17	30130951	R	II		IGR	opensea	IGR-opensea		rs560333485;rs79259230	40;3
cg07297764	0.0304315035484287	0.474277103240357	4.09264327066888	0.000159819464163677	0.0273359883547585	-0.31403109252993	0.459061351466142	0.489492855014571	0.0304315035484287	3	58035419	F	II	FLNB	Body	opensea	Body-opensea		rs572488509;rs541451352	0;15
cg04677723	0.0211051354279441	0.192184269637128	4.09255129169396	0.000159866581747297	0.0273359883547585	-0.314316085730582	0.181631701923156	0.2027368373511	0.0211051354279441	2	74693332	R	II	MOGS	TSS1500	shore	TSS1500-shore	chr2:74691959-74692657	rs567197466	2
cg03044513	0.0235243395052247	0.219170259847998	4.09239082566383	0.000159948815086017	0.0273359883547585	-0.314813275888374	0.207408090095386	0.23093242960061	0.0235243395052247	11	116706153	F	II		IGR	shore	IGR-shore	chr11:116706481-116706910	rs12721026	15
cg23197297	0.0242844763095424	0.872900732188567	4.09238315130479	0.000159952748959562	0.0273359883547585	-0.314837053990391	0.860758494033795	0.885042970343338	0.0242844763095424	8	125974367	R	II		IGR	opensea	IGR-opensea		rs536855443	1
cg14511218	0.0409876954373475	0.590923045045354	4.09220834891139	0.000160042378012269	0.0273359883547585	-0.315378652841056	0.570429197326681	0.611416892764028	0.0409876954373475	10	6962843	R	II		IGR	opensea	IGR-opensea		rs116064924;rs577425869;rs183397604	31;19;16
cg25213452	0.0321061431170163	0.516136055607216	4.09217980544338	0.000160057018157737	0.0273359883547585	-0.31546708940199	0.500082984048708	0.532189127165724	0.0321061431170165	1	206630385	R	II	SRGAP2	Body	opensea	Body-opensea		rs575225319;rs543715321;rs76612689	46;39;9
cg08754446	0.0296999763006987	0.434481495319003	4.09215137276499	0.000160071602769605	0.0273359883547585	-0.315555182403644	0.419631507168653	0.449331483469352	0.0296999763006988	6	37024255	R	II		IGR	opensea	IGR-opensea			
cg00293235	0.0290509795780937	0.859650967104412	4.0921285434639	0.000160083314048206	0.0273359883547585	-0.315625914239003	0.845125477315365	0.874176456893459	0.029050979578094	17	28260252	F	II	EFCAB5	5'UTR	shelf	5'UTR-shelf	chr17:28256826-28257408	rs527252348	50
cg20052580	0.0342155057904184	0.709781649768391	4.09201333910354	0.000160142425791241	0.0273359883547585	-0.315982848028582	0.692673896873182	0.7268894026636	0.0342155057904182	3	159334365	R	II	IQCJ-SCHIP1	Body	opensea	Body-opensea		rs146567134	2
cg04885666	0.0281591014547269	0.839436728436334	4.0920046656704	0.000160146877015529	0.0273359883547585	-0.316009720436367	0.825357177708971	0.853516279163697	0.0281591014547267	1	204459579	F	II	PIK3C2B	TSS200	shelf	TSS200-shelf	chr1:204463293-204464086	rs61760612;rs189935599;rs144425063;rs368772686;rs183703029	0;7;27;37;40
cg07141080	0.0289323277446586	0.878375710590819	4.09191518404131	0.000160192806181973	0.0273359883547585	-0.316286954692634	0.86390954671849	0.892841874463149	0.0289323277446588	5	37868613	F	II	GDNF-AS1	TSS1500	opensea	TSS1500-opensea		rs139102309	8
cg20099461	0.0247121402772868	0.231090293992248	4.09187067702797	0.000160215655516194	0.0273359883547585	-0.316424846352895	0.218734223853605	0.243446364130892	0.0247121402772867	12	51718966	F	II	BIN2	TSS1500	opensea	TSS1500-opensea			
cg15168017	-0.0387644571441341	0.835702480661097	-4.09179012231105	0.000160257019319898	0.0273359883547585	-0.31667441917725	0.855084709233164	0.81632025208903	-0.0387644571441341	20	9196718	R	II	PLCB4	TSS1500	opensea	TSS1500-opensea		rs536285893	51
cg23998629	0.0480074060381981	0.682775456728206	4.09177695555843	0.000160263781261439	0.0273359883547585	-0.316715211888646	0.658771753709107	0.706779159747305	0.0480074060381979	8	19352736	F	II	CSGALNACT1	Body	opensea	Body-opensea		rs115018979;rs112294221;rs141340808	15;32;43
cg06931637	0.0303551058011055	0.859399601703881	4.09170612874063	0.000160300159958944	0.0273359883547585	-0.316934643633394	0.844222048803328	0.874577154604434	0.0303551058011057	16	90125163	F	II	PRDM7	Body	opensea	Body-opensea		rs528808637;rs547267416;rs571787395	19;24;48
cg14791371	0.0351029805365268	0.664112943746521	4.09169389962916	0.000160306441994136	0.0273359883547585	-0.316972531005574	0.646561453478258	0.681664434014785	0.0351029805365269	1	173165887	R	II	TNFSF4	Body	opensea	Body-opensea		rs140685475;rs369125638	51;39
cg24810305	0.0352955437255633	0.403146339013165	4.09147765220766	0.000160417566689172	0.0273480112090139	-0.31764248443552	0.385498567150383	0.420794110875947	0.0352955437255634	14	103389022	R	II	AMN	1stExon	island	1stExon-island	chr14:103389016-103390248	rs114710627;rs2295828;rs2295829	43;25;21
