ID_REF	MGG4_rep1 Unmethylated Signal	MGG4_rep1 Methylated Signal	MGG4_rep1 Detection Pval	MGG4_rep2 Unmethylated Signal	MGG4_rep2 Methylated Signal	MGG4_rep2 Detection Pval	MGG6_rep1 Unmethylated Signal	MGG6_rep1 Methylated Signal	MGG6_rep1 Detection Pval	MGG6_rep2 Unmethylated Signal	MGG6_rep2 Methylated Signal	MGG6_rep2 Detection Pval	MGG8_rep1 Unmethylated Signal	MGG8_rep1 Methylated Signal	MGG8_rep1 Detection Pval	MGG8_rep2 Unmethylated Signal	MGG8_rep2 Methylated Signal	MGG8_rep2 Detection Pval
cg14013300	9167	389	3.68E-38	8949	495	3.68E-38	8220	331	3.68E-38	9975	344	3.68E-38	11953	380	3.68E-38	7820	387	3.68E-38
cg14013604	6743	913	3.68E-38	6581	812	3.68E-38	3490	510	3.68E-38	5577	732	3.68E-38	6491	1170	3.68E-38	5567	864	3.68E-38
cg14014225	3321	3797	3.68E-38	2984	3109	3.68E-38	415	7742	3.68E-38	446	9126	3.68E-38	442	11313	3.68E-38	333	8740	3.68E-38
cg14014613	13347	22139	3.68E-38	13689	20899	3.68E-38	1824	9813	3.68E-38	2392	14398	3.68E-38	10005	18431	3.68E-38	9125	18930	3.68E-38
cg14015044	14961	9118	3.68E-38	15469	8283	3.68E-38	7561	2980	3.68E-38	11754	4792	3.68E-38	15605	1778	3.68E-38	15258	1661	3.68E-38
cg14017991	8805	844	3.68E-38	8873	766	3.68E-38	4252	420	3.68E-38	6454	531	3.68E-38	7494	716	3.68E-38	6808	623	3.68E-38
cg14018807	7524	318	3.68E-38	6852	256	3.68E-38	8002	310	3.68E-38	6225	362	3.68E-38	7388	331	3.68E-38	6783	288	3.68E-38
cg14019317	11535	1287	3.68E-38	10855	825	3.68E-38	5495	666	3.68E-38	8488	1044	3.68E-38	10079	1221	3.68E-38	8398	1039	3.68E-38
cg14021073	6454	1037	3.68E-38	7660	840	3.68E-38	2889	2892	3.68E-38	3667	3670	3.68E-38	2034	7935	3.68E-38	1682	6676	3.68E-38
cg14021698	496	275	0.9582877	391	167	0.93703	317	276	0.7348518	376	327	0.8081524	493	250	0.8825709	404	214	0.914964
cg14023451	2404	806	1.04E-09	2070	488	6.07E-06	1021	591	0.000263455	967	686	0.0141212	876	2020	1.39E-05	892	1662	1.19E-05
cg14023558	8114	1449	3.68E-38	7840	1230	3.68E-38	3965	924	3.68E-38	6029	1112	3.68E-38	8442	1520	3.68E-38	7141	1312	3.68E-38
cg14026602	5456	444	3.68E-38	4593	349	1.81E-30	4374	340	3.68E-38	5384	387	3.68E-38	6344	484	3.68E-38	5376	465	3.68E-38
cg14026971	6933	863	3.68E-38	8715	632	3.68E-38	4511	409	3.68E-38	7300	593	3.68E-38	8295	757	3.68E-38	6910	713	3.68E-38
cg14027234	1165	6330	3.68E-38	487	4024	1.83E-24	659	4573	3.68E-38	766	5663	3.68E-38	961	6108	3.68E-38	933	4179	1.61E-31
cg14028823	8988	913	3.68E-38	10363	689	3.68E-38	4149	465	3.68E-38	6652	549	3.68E-38	9085	712	3.68E-38	8449	685	3.68E-38
cg14029663	4085	546	4.81E-26	3319	461	7.17E-16	4117	601	3.68E-38	4761	722	3.68E-38	5164	517	3.66E-29	3920	448	1.39E-21
cg14030083	6157	970	3.68E-38	4933	585	3.68E-38	3244	445	1.74E-32	4322	595	2.23E-37	6390	718	3.68E-38	5576	791	3.68E-38
cg14030359	10084	1222	3.68E-38	10412	936	3.68E-38	4854	730	3.68E-38	7867	1000	3.68E-38	10703	1281	3.68E-38	9193	1302	3.68E-38
cg14031452	1804	321	0.005287317	1244	221	0.1255015	2055	324	2.92E-11	2557	361	1.75E-10	2559	300	2.07E-05	1975	270	0.000429681
cg14034870	4437	1041	3.68E-38	5117	643	3.68E-38	501	1618	1.86E-08	720	2256	5.18E-11	4646	665	7.76E-25	4055	671	4.08E-26
cg14035045	8287	4345	3.68E-38	8896	4013	3.68E-38	4832	1611	3.68E-38	7249	2443	3.68E-38	10959	2074	3.68E-38	10566	1425	3.68E-38
cg14036856	1973	2314	2.70E-21	1378	1483	6.83E-08	2269	1664	9.36E-38	2725	2086	1.68E-35	4231	715	6.27E-21	3722	663	8.69E-22
cg14037413	10063	882	3.68E-38	8545	487	3.68E-38	9702	234	3.68E-38	12056	259	3.68E-38	12378	626	3.68E-38	8525	242	3.68E-38
cg14037665	8697	888	3.68E-38	9468	652	3.68E-38	3786	709	3.68E-38	6663	1054	3.68E-38	5941	6351	3.68E-38	4641	5667	3.68E-38
cg14039952	1504	298	0.06255995	1286	247	0.08871508	2234	248	1.68E-12	2368	269	3.98E-08	2337	272	0.000255962	1773	234	0.004087946
cg14042128	3972	1342	5.45E-37	3510	1044	4.95E-25	3453	476	1.15E-37	3966	630	7.47E-32	5211	482	2.61E-29	3877	423	8.97E-21
cg14043411	19837	1950	3.68E-38	20685	1393	3.68E-38	9889	1173	3.68E-38	14844	1594	3.68E-38	19290	1947	3.68E-38	19276	1635	3.68E-38
cg14043602	16219	7474	3.68E-38	17715	6972	3.68E-38	5531	5333	3.68E-38	8319	8009	3.68E-38	15840	5831	3.68E-38	16575	5582	3.68E-38
cg14044580	12594	538	3.68E-38	10603	327	3.68E-38	11227	457	3.68E-38	13994	487	3.68E-38	13556	497	3.68E-38	10424	471	3.68E-38
cg14045072	7137	1930	3.68E-38	7274	1697	3.68E-38	1597	2837	3.68E-38	2769	3527	3.68E-38	6731	930	3.68E-38	6997	923	3.68E-38
cg14045283	16528	1124	3.68E-38	17556	872	3.68E-38	7035	1256	3.68E-38	10136	1852	3.68E-38	12176	1057	3.68E-38	11246	845	3.68E-38
cg14046365	6598	1934	3.68E-38	6394	1398	3.68E-38	3298	834	3.68E-38	5669	1166	3.68E-38	6649	1512	3.68E-38	6252	1616	3.68E-38
cg14046757	9679	1057	3.68E-38	13314	667	3.68E-38	5520	465	3.68E-38	8676	636	3.68E-38	10835	826	3.68E-38	10011	753	3.68E-38
cg14046986	6792	553	3.68E-38	5457	299	3.68E-38	5243	402	3.68E-38	6687	683	3.68E-38	6532	399	3.68E-38	4917	362	5.02E-34
cg14047008	2777	4415	3.68E-38	2046	3842	3.68E-38	584	2862	1.19E-27	791	4449	3.68E-38	2398	4811	3.68E-38	2469	3784	3.68E-38
cg14047244	7768	377	3.68E-38	7675	300	3.68E-38	7194	386	3.68E-38	9730	397	3.68E-38	6452	459	3.68E-38	6387	419	3.68E-38
cg14047656	4808	361	1.69E-34	3596	356	1.03E-17	3932	280	3.68E-38	4190	385	1.65E-31	5518	292	9.31E-31	4085	352	2.02E-22
cg14047667	7974	281	3.68E-38	7251	202	3.68E-38	865	1410	4.39E-10	920	1696	5.78E-08	7420	321	3.68E-38	7042	294	3.68E-38
cg14048487	1914	2812	1.91E-27	1372	2533	3.37E-17	558	1681	1.08E-09	792	2506	3.19E-14	965	3670	6.99E-18	997	3302	9.22E-21
cg14049461	5344	2185	3.68E-38	5252	1725	3.68E-38	3414	1139	3.68E-38	4995	1397	3.68E-38	6403	1876	3.68E-38	3739	1830	3.68E-38
cg14055374	13449	587	3.68E-38	14513	437	3.68E-38	6037	288	3.68E-38	8718	356	3.68E-38	12916	508	3.68E-38	11693	562	3.68E-38
cg14056306	917	5364	3.68E-38	662	5009	3.68E-38	315	5655	3.68E-38	388	6861	3.68E-38	483	8040	3.68E-38	420	6175	3.68E-38
cg14056644	8558	8112	3.68E-38	8359	7038	3.68E-38	3027	14394	3.68E-38	3317	15936	3.68E-38	10220	9462	3.68E-38	8521	7591	3.68E-38
cg14056942	7889	411	3.68E-38	7217	291	3.68E-38	6906	432	3.68E-38	8722	570	3.68E-38	8645	469	3.68E-38	7720	411	3.68E-38
cg14058345	3945	307	7.70E-21	2632	207	9.71E-08	3650	222	2.13E-36	5122	237	3.68E-38	4897	242	5.97E-23	3529	241	4.90E-15
cg14058432	6691	900	3.68E-38	7750	744	3.68E-38	4303	430	3.68E-38	5087	659	3.68E-38	5423	835	1.21E-36	4444	773	4.39E-33
cg14058998	21149	825	3.68E-38	23337	528	3.68E-38	8757	357	3.68E-38	14112	453	3.68E-38	17385	635	3.68E-38	17277	692	3.68E-38
cg14059475	9696	626	3.68E-38	7907	417	3.68E-38	4698	273	3.68E-38	6790	380	3.68E-38	9369	470	3.68E-38	8486	412	3.68E-38
cg14059729	21669	1369	3.68E-38	21869	900	3.68E-38	9157	710	3.68E-38	14330	979	3.68E-38	17722	1332	3.68E-38	16648	1251	3.68E-38
cg14059963	1883	14441	3.68E-38	1517	13835	3.68E-38	1018	5992	3.68E-38	1410	8980	3.68E-38	1854	11961	3.68E-38	1661	11502	3.68E-38
cg14060060	5380	264	3.68E-38	4736	193	2.81E-30	5071	233	3.68E-38	5676	265	3.68E-38	6464	274	3.68E-38	5611	263	3.68E-38
cg14060828	25644	4386	3.68E-38	28079	3839	3.68E-38	10745	2778	3.68E-38	17078	4003	3.68E-38	21986	4294	3.68E-38	20355	3767	3.68E-38
cg14060836	10549	298	3.68E-38	9115	218	3.68E-38	8739	212	3.68E-38	11355	268	3.68E-38	11565	322	3.68E-38	8309	309	3.68E-38
cg14061619	8168	8451	3.68E-38	6794	8728	3.68E-38	4855	2701	3.68E-38	7645	4043	3.68E-38	5003	10482	3.68E-38	4705	9480	3.68E-38
cg14062083	1578	283	0.04267403	1384	258	0.0474033	540	1006	0.00068351	543	860	0.08267215	1229	242	0.2640013	1396	257	0.05250575
cg14063008	7775	16054	3.68E-38	8561	15955	3.68E-38	5525	391	3.68E-38	8530	589	3.68E-38	10175	731	3.68E-38	9530	699	3.68E-38
cg14063673	13014	22727	3.68E-38	13034	23169	3.68E-38	2252	10854	3.68E-38	3231	15416	3.68E-38	5338	19987	3.68E-38	4904	18539	3.68E-38
cg14066280	13720	741	3.68E-38	13751	729	3.68E-38	6922	362	3.68E-38	9674	516	3.68E-38	12488	768	3.68E-38	11289	681	3.68E-38
cg14069619	369	797	0.6845059	279	658	0.6595308	249	1011	0.02006442	232	1033	0.173074	349	1498	0.05814492	295	1438	0.03198618
cg14070162	4305	836	5.00E-34	3987	617	1.06E-25	4806	675	3.68E-38	5793	833	3.68E-38	4543	2720	3.68E-38	4212	2223	3.68E-38
cg14070647	4892	357	7.32E-36	4100	249	2.18E-22	6276	401	3.68E-38	7464	539	3.68E-38	6711	415	3.68E-38	4928	381	1.74E-34
cg14072120	9793	2579	3.68E-38	9568	1671	3.68E-38	2371	2313	3.68E-38	4166	4204	3.68E-38	7515	2498	3.68E-38	6854	2199	3.68E-38
cg14074117	8596	5845	3.68E-38	9037	4782	3.68E-38	1251	3249	3.68E-38	1539	4421	3.68E-38	12030	895	3.68E-38	10644	793	3.68E-38
cg14074431	11260	976	3.68E-38	11481	657	3.68E-38	5055	494	3.68E-38	8202	658	3.68E-38	9580	886	3.68E-38	9545	784	3.68E-38
cg14074641	620	446	0.7872741	552	312	0.7345854	224	637	0.3266232	192	655	0.6578186	931	344	0.4438053	969	264	0.3421961
cg14076161	4317	360	1.02E-26	4825	258	1.39E-32	3247	2461	3.68E-38	3256	2263	3.68E-38	6104	432	3.68E-38	4904	456	2.82E-35
cg14076411	6824	703	3.68E-38	7042	421	3.68E-38	2453	317	2.37E-16	3527	360	2.73E-21	6407	448	3.68E-38	5056	474	5.59E-38
cg14078309	7958	275	3.68E-38	6515	212	3.68E-38	6918	286	3.68E-38	8925	323	3.68E-38	9164	295	3.68E-38	6573	294	3.68E-38
cg14078518	3709	1999	3.68E-38	3430	1240	1.34E-26	888	3840	3.68E-38	924	4775	3.68E-38	6380	1093	3.68E-38	5603	1058	3.68E-38
cg14079785	1536	12118	3.68E-38	1028	11863	3.68E-38	1037	6644	3.68E-38	1503	10400	3.68E-38	1442	12925	3.68E-38	1499	12755	3.68E-38
cg14080001	21268	1359	3.68E-38	21967	1050	3.68E-38	8247	611	3.68E-38	14338	794	3.68E-38	16762	1161	3.68E-38	15309	1119	3.68E-38
cg14081015	1212	252	0.321569	826	210	0.5473037	1437	209	0.00015711	1189	243	0.06931885	1664	247	0.04177488	1367	186	0.09145487
cg14083376	15979	1843	3.68E-38	16974	1496	3.68E-38	7275	544	3.68E-38	11078	863	3.68E-38	14911	1065	3.68E-38	13467	1055	3.68E-38
cg14084176	1297	282	0.2039832	1134	202	0.2215405	1698	206	1.74E-06	1588	235	0.00304987	2283	272	0.000419609	2145	240	9.28E-05
cg14085328	2958	309	3.37E-10	2792	229	4.68E-09	3797	293	3.68E-38	4241	324	2.41E-31	4033	407	4.20E-16	2605	295	8.63E-08
cg14086033	7851	1361	3.68E-38	8443	884	3.68E-38	4987	508	3.68E-38	7776	885	3.68E-38	9132	1091	3.68E-38	7998	960	3.68E-38
cg14086122	9474	7408	3.68E-38	9691	8672	3.68E-38	4418	3601	3.68E-38	5429	4783	3.68E-38	12093	2913	3.68E-38	11216	2878	3.68E-38
cg14086647	15835	1207	3.68E-38	15245	799	3.68E-38	6732	755	3.68E-38	9689	1156	3.68E-38	13213	1551	3.68E-38	11337	1165	3.68E-38
cg14087150	2060	259	0.000760228	1438	161	0.06134291	764	1316	4.48E-08	947	1285	2.43E-05	2220	262	0.000796629	1875	282	0.00104033
cg14088161	2742	229	8.25E-08	2189	175	7.16E-05	669	2605	1.79E-24	883	3136	4.37E-23	3549	288	3.03E-11	3222	270	1.99E-12
cg14088811	791	2044	7.76E-07	529	1259	0.01779038	371	2783	2.22E-22	365	3194	3.66E-17	648	2627	1.39E-07	646	2180	2.68E-07
cg14089692	1305	6225	3.68E-38	1090	5793	3.68E-38	575	3981	3.68E-38	820	5955	3.68E-38	1004	6310	3.68E-38	728	6109	3.68E-38
cg14091223	5171	277	3.68E-38	4975	233	1.60E-34	5163	251	3.68E-38	6285	318	3.68E-38	6615	283	3.68E-38	5235	253	2.66E-37
cg14091657	664	3142	1.66E-15	522	2637	3.89E-10	442	2062	8.96E-13	652	2770	1.39E-15	568	5044	2.50E-28	715	4380	2.85E-31
cg14093125	12426	635	3.68E-38	12725	459	3.68E-38	5956	272	3.68E-38	8706	367	3.68E-38	12455	471	3.68E-38	10548	421	3.68E-38
cg14093368	16681	300	3.68E-38	15516	227	3.68E-38	15831	259	3.68E-38	20030	354	3.68E-38	19374	305	3.68E-38	15406	281	3.68E-38
cg14093936	4122	11132	3.68E-38	3806	12229	3.68E-38	2506	4895	3.68E-38	3629	7162	3.68E-38	5471	10392	3.68E-38	5347	8420	3.68E-38
cg14094063	18646	1273	3.68E-38	17798	789	3.68E-38	7526	581	3.68E-38	10959	923	3.68E-38	11547	1179	3.68E-38	13789	1130	3.68E-38
cg14094960	4899	314	3.03E-35	4872	270	1.71E-33	5707	290	3.68E-38	7695	287	3.68E-38	5408	381	1.71E-30	4683	288	1.75E-29
cg14095850	9881	1082	3.68E-38	10976	798	3.68E-38	4858	702	3.68E-38	7172	892	3.68E-38	7958	1042	3.68E-38	7603	976	3.68E-38
cg14098132	22826	1115	3.68E-38	23200	777	3.68E-38	9411	690	3.68E-38	13716	980	3.68E-38	16857	910	3.68E-38	16057	795	3.68E-38
cg14099017	3103	366	4.83E-12	3129	218	1.01E-11	3430	250	2.68E-32	3936	313	2.11E-26	4953	349	9.78E-25	3368	271	8.99E-14
cg14100184	2229	450	8.14E-06	1774	330	0.001203614	1121	771	2.20E-06	1145	894	0.000291699	3908	286	5.28E-14	2320	284	6.19E-06
cg14100578	1583	264	0.04685622	1072	195	0.2866308	1438	211	0.000149978	1699	237	0.000945204	1918	263	0.008084505	1540	235	0.02420065
cg14101501	7911	664	3.68E-38	8675	553	3.68E-38	4263	379	3.68E-38	6020	456	3.68E-38	8300	557	3.68E-38	7114	569	3.68E-38
cg14102807	3229	1569	1.55E-28	3289	1161	1.14E-23	1854	3742	3.68E-38	2223	4448	3.68E-38	4002	3646	3.68E-38	3421	2964	3.68E-38
cg14104257	10069	303	3.68E-38	10017	249	3.68E-38	8293	225	3.68E-38	11415	291	3.68E-38	11289	304	3.68E-38	9770	259	3.68E-38
cg14105047	6804	783	3.68E-38	7219	656	3.68E-38	6000	532	3.68E-38	9367	722	3.68E-38	9563	776	3.68E-38	7699	722	3.68E-38
cg14105781	6426	4767	3.68E-38	5549	3750	3.68E-38	3226	6206	3.68E-38	4961	7794	3.68E-38	6248	7121	3.68E-38	4934	5467	3.68E-38
cg14106085	3232	310	9.43E-13	2028	214	0.00028847	1586	2266	5.85E-36	1862	2554	5.87E-29	2543	321	1.97E-05	2255	264	1.85E-05
cg14106263	1975	237	0.002313336	1281	176	0.1304441	1953	302	7.26E-10	2206	324	2.54E-07	2327	254	0.000331446	2020	232	0.000399455
cg14106308	1705	3325	3.41E-32	1270	3021	1.15E-21	852	2397	4.97E-24	1098	3056	5.28E-25	716	5477	9.34E-36	681	4684	2.35E-35
cg14106632	4373	527	4.09E-30	4031	409	1.53E-23	3322	364	2.01E-32	5393	476	3.68E-38	4640	448	2.09E-22	3190	390	3.18E-13
cg14107638	2466	530	5.36E-08	2055	324	5.99E-05	1153	3873	3.68E-38	1515	3930	3.68E-38	3623	1119	6.69E-19	2878	1259	6.68E-19
cg14108384	3133	305	9.51E-12	2883	188	1.94E-09	3742	256	3.68E-38	4518	268	4.56E-35	3736	252	2.27E-12	2706	270	2.57E-08
cg14108394	16084	1462	3.68E-38	16932	1255	3.68E-38	7800	857	3.68E-38	11204	1151	3.68E-38	14860	1189	3.68E-38	13307	1270	3.68E-38
cg14112945	6151	2450	3.68E-38	7058	1886	3.68E-38	3850	725	3.68E-38	5117	992	3.68E-38	5736	1937	3.68E-38	5931	1746	3.68E-38
cg14114267	1316	2625	4.96E-17	1140	2054	2.02E-10	785	1579	4.36E-11	1098	2163	7.87E-14	1170	3386	3.78E-17	1248	2859	1.44E-18
cg14115004	3311	500	1.46E-15	2760	395	4.19E-10	2847	478	2.15E-25	3736	644	2.14E-28	3866	666	6.26E-17	3527	521	6.40E-18
cg14115346	1259	412	0.1316115	1468	270	0.02534801	957	203	0.04940768	1005	288	0.1509367	1840	390	0.005743745	1346	331	0.04547269
cg14116122	3605	325	6.65E-17	2955	230	2.39E-10	418	1299	5.04E-05	392	1355	0.006259352	4251	290	5.19E-17	3679	263	8.68E-17
cg14116596	664	777	0.3480895	514	519	0.5508109	657	1521	4.72E-09	652	1697	4.51E-06	774	1261	0.02066119	589	1060	0.05375775
cg14117297	9264	1557	3.68E-38	7023	1109	3.68E-38	5391	2561	3.68E-38	6917	3382	3.68E-38	10002	414	3.68E-38	7931	370	3.68E-38
cg14118546	10466	830	3.68E-38	11623	622	3.68E-38	5060	394	3.68E-38	7086	553	3.68E-38	8606	702	3.68E-38	7844	667	3.68E-38
cg14119236	1833	287	0.005532854	1516	183	0.03296622	305	1314	0.000237198	358	1075	0.06888992	2347	514	2.03E-05	1984	423	7.20E-05
cg14119774	7849	931	3.68E-38	6589	677	3.68E-38	4326	428	3.68E-38	6677	647	3.68E-38	7606	766	3.68E-38	6897	771	3.68E-38
cg14120336	2478	191	9.39E-06	1707	161	0.009695881	2323	205	4.46E-13	2432	213	3.45E-08	2969	231	3.69E-07	1829	221	0.002810896
cg14120436	468	722	0.6570178	342	509	0.7470156	235	790	0.1338876	291	951	0.1927295	475	685	0.5580445	423	735	0.4248141
cg14120784	1820	383	0.002528031	1654	307	0.004493823	2265	2033	3.68E-38	2299	2030	1.31E-27	3000	905	9.61E-12	2593	862	4.21E-12
cg14120879	5679	1284	3.68E-38	5772	967	3.68E-38	1032	4266	3.68E-38	1197	5494	3.68E-38	6387	3461	3.68E-38	5884	3324	3.68E-38
cg14121103	17604	4050	3.68E-38	16803	4306	3.68E-38	7352	1346	3.68E-38	12802	1630	3.68E-38	7147	9221	3.68E-38	6298	8896	3.68E-38
cg14123992	3173	3887	3.68E-38	3196	3455	3.68E-38	588	2700	1.00E-24	778	3453	3.91E-26	1655	4981	3.68E-38	1493	4233	3.68E-38
cg14125250	11230	983	3.68E-38	11837	667	3.68E-38	5136	510	3.68E-38	7975	704	3.68E-38	10691	787	3.68E-38	9592	909	3.68E-38
cg14126210	6125	286	3.68E-38	5122	206	1.94E-36	6775	241	3.68E-38	8968	251	3.68E-38	8371	274	3.68E-38	5961	276	3.68E-38
cg14127336	4875	6854	3.68E-38	3366	6408	3.68E-38	897	7979	3.68E-38	967	11202	3.68E-38	5533	7832	3.68E-38	4680	6890	3.68E-38
cg14127659	9243	508	3.68E-38	8756	310	3.68E-38	4633	3196	3.68E-38	5383	3873	3.68E-38	8856	685	3.68E-38	8005	542	3.68E-38
cg14127958	17599	2517	3.68E-38	17588	2013	3.68E-38	6761	1234	3.68E-38	11702	1553	3.68E-38	14835	2333	3.68E-38	13239	1851	3.68E-38
cg14129103	3062	3835	3.68E-38	2802	3750	3.68E-38	820	2909	2.54E-33	1005	3599	5.51E-32	3108	4598	3.68E-38	3065	4188	3.68E-38
cg14129786	788	421	0.6346415	567	287	0.7441745	739	347	0.08798067	845	365	0.2222431	2520	305	2.98E-05	2089	304	8.47E-05
cg14131445	3800	427	1.62E-20	3182	496	7.87E-15	3380	437	3.38E-35	3425	537	2.67E-22	4718	544	2.72E-24	3140	619	6.29E-15
cg14132995	9000	452	3.68E-38	8524	260	3.68E-38	5085	5303	3.68E-38	7561	5442	3.68E-38	9769	1008	3.68E-38	9689	920	3.68E-38
cg14133708	5824	1014	3.68E-38	6397	702	3.68E-38	3240	349	1.91E-30	4374	573	6.44E-38	6269	720	3.68E-38	5153	586	3.68E-38
cg14134005	12455	3196	3.68E-38	13960	2029	3.68E-38	6083	3626	3.68E-38	9178	5145	3.68E-38	12959	4815	3.68E-38	11100	4548	3.68E-38
cg14134153	1531	639	0.003477987	1372	504	0.009099714	1739	519	6.73E-10	2126	449	1.18E-07	2561	577	8.09E-07	2178	596	5.80E-07
cg14135551	8123	1843	3.68E-38	8084	1461	3.68E-38	4735	923	3.68E-38	7572	1564	3.68E-38	6237	1789	3.68E-38	5787	1455	3.68E-38
cg14137939	3454	639	7.69E-19	3605	385	3.90E-18	3504	1556	3.68E-38	4114	1853	3.68E-38	2915	1647	3.33E-17	2767	1391	3.88E-19
cg14138171	602	361	0.8693153	495	243	0.8410538	160	544	0.5720364	248	523	0.7427084	297	550	0.8233173	268	641	0.7021044
cg14139633	17581	1277	3.68E-38	17235	855	3.68E-38	7152	533	3.68E-38	11694	864	3.68E-38	12051	947	3.68E-38	11724	1012	3.68E-38
cg14141399	6021	1444	3.68E-38	4259	1025	9.90E-36	751	3743	3.68E-38	900	4329	3.68E-38	4098	1473	7.73E-28	3802	1137	4.95E-29
cg14142521	2521	293	1.08E-06	1920	162	0.001489939	1271	199	0.001888695	1494	283	0.004743828	2313	247	0.000401126	2208	230	4.99E-05
cg14143055	1932	912	6.73E-07	1470	759	0.000332221	478	1736	1.99E-09	678	2154	1.00E-09	2585	856	1.40E-08	2331	723	7.06E-09
cg14144305	6792	359	3.68E-38	6684	277	3.68E-38	2091	2633	3.68E-38	3312	3594	3.68E-38	6141	317	3.68E-38	5892	298	3.68E-38
cg14145194	3918	8239	3.68E-38	2879	8095	3.68E-38	1017	3717	3.68E-38	1376	5990	3.68E-38	5533	5043	3.68E-38	5115	4648	3.68E-38
cg14145762	3453	1006	1.32E-23	2633	681	1.96E-11	2385	461	1.83E-17	3198	696	2.21E-21	3967	998	4.01E-21	3707	830	1.15E-23
cg14147105	5573	427	3.68E-38	5233	262	3.68E-38	3978	760	3.68E-38	5445	972	3.68E-38	5435	588	1.73E-33	3861	467	4.19E-21
cg14149007	12514	1341	3.68E-38	12270	1122	3.68E-38	5363	546	3.68E-38	8254	907	3.68E-38	10190	1149	3.68E-38	9939	1162	3.68E-38
cg14150666	2157	321	0.000119298	1683	224	0.007082084	531	3260	1.23E-34	564	4239	2.31E-35	2746	440	4.42E-07	2248	372	5.00E-06
cg14153740	9237	687	3.68E-38	8775	451	3.68E-38	3247	4361	3.68E-38	5367	6215	3.68E-38	10352	631	3.68E-38	9649	565	3.68E-38
cg14154330	2863	1260	3.29E-19	2095	961	2.53E-09	1217	2135	6.89E-26	1068	2441	1.41E-16	3507	2070	6.56E-28	3028	1476	2.99E-23
cg14155397	2409	328	3.49E-06	2521	271	2.03E-07	2250	211	3.05E-12	2762	320	5.11E-12	2574	426	4.27E-06	2243	296	1.44E-05
cg14155416	17922	919	3.68E-38	19448	789	3.68E-38	5667	4329	3.68E-38	8488	6200	3.68E-38	9498	14002	3.68E-38	7191	13211	3.68E-38
cg14155482	2292	297	2.84E-05	1821	239	0.001837167	3092	240	1.60E-25	3546	296	1.07E-20	2177	317	0.000718486	1915	265	0.000830497
cg14156381	22436	12573	3.68E-38	23541	11638	3.68E-38	2908	9408	3.68E-38	4995	14794	3.68E-38	9208	17127	3.68E-38	9201	15860	3.68E-38
cg14159672	227	1131	0.4492112	153	678	0.7655238	172	820	0.1646293	202	967	0.2635758	1538	466	0.02483336	1358	505	0.01293007
cg14159818	13228	370	3.68E-38	12261	232	3.68E-38	13111	292	3.68E-38	15685	328	3.68E-38	13967	295	3.68E-38	12046	261	3.68E-38
cg14159894	3690	307	1.10E-17	3160	264	2.08E-12	6006	280	3.68E-38	7342	307	3.68E-38	4450	348	1.90E-19	3299	300	2.12E-13
cg14161241	1324	364	0.1204704	971	247	0.337767	338	381	0.5482701	428	398	0.6823462	1357	301	0.1360369	1246	305	0.09240898
cg14161426	16249	1010	3.68E-38	16514	655	3.68E-38	6899	441	3.68E-38	10446	556	3.68E-38	13635	707	3.68E-38	12857	681	3.68E-38
cg14161730	2441	254	6.47E-06	2075	194	0.000214194	1281	969	8.22E-10	1418	1120	2.22E-07	2016	1045	2.08E-06	1649	905	1.19E-05
cg14161885	1822	1378	1.26E-09	1040	877	0.006521358	1049	1481	4.21E-13	1179	2024	3.15E-13	1295	2151	1.31E-08	1075	1648	1.21E-06
cg14162076	14614	1755	3.68E-38	14973	1570	3.68E-38	4294	3451	3.68E-38	6063	4787	3.68E-38	12411	2048	3.68E-38	11464	1713	3.68E-38
cg14163776	1418	638	0.009694777	1251	466	0.02924322	661	1647	1.89E-10	633	1666	9.43E-06	2578	647	2.67E-07	1595	518	0.001582514
cg14165663	4372	1033	3.68E-38	4056	762	1.14E-28	462	2094	1.95E-13	631	3235	5.19E-21	4385	1955	8.84E-38	3918	2049	3.68E-38
cg14166009	8676	5460	3.68E-38	9073	5579	3.68E-38	5802	1237	3.68E-38	8188	1466	3.68E-38	4536	8226	3.68E-38	4245	7352	3.68E-38
cg14167017	16171	1120	3.68E-38	16362	784	3.68E-38	5314	461	3.68E-38	8674	674	3.68E-38	14440	846	3.68E-38	12665	802	3.68E-38
cg14167596	1426	419	0.04747964	1349	304	0.04427921	1885	209	3.28E-08	2059	248	8.40E-06	2064	267	0.002719085	1898	309	0.000634164
cg14168975	2908	396	1.60E-10	2730	346	1.77E-09	2129	2330	3.68E-38	2369	2815	3.68E-38	4777	572	2.90E-25	4181	488	2.31E-25
cg14170423	13963	7422	3.68E-38	14759	7033	3.68E-38	2269	5743	3.68E-38	3619	8494	3.68E-38	10288	7659	3.68E-38	10195	6511	3.68E-38
cg14171478	10038	812	3.68E-38	11588	804	3.68E-38	5628	528	3.68E-38	8903	776	3.68E-38	9124	831	3.68E-38	10428	700	3.68E-38
cg14171523	15250	1363	3.68E-38	14321	1109	3.68E-38	6820	695	3.68E-38	10452	970	3.68E-38	11559	1212	3.68E-38	11279	1146	3.68E-38
cg14171882	715	995	0.1070622	660	637	0.2572522	829	2293	7.71E-22	878	2273	1.06E-12	1866	547	0.001419084	1617	425	0.003016996
cg14172532	12193	758	3.68E-38	12187	578	3.68E-38	5356	359	3.68E-38	8479	581	3.68E-38	11014	670	3.68E-38	10785	537	3.68E-38
