	Case_to_Control.logFC	Case_to_Control.AveExpr	Case_to_Control.t	Case_to_Control.P.Value	Case_to_Control.adj.P.Val	Case_to_Control.B	Case_to_Control.Case_AVG	Case_to_Control.Control_AVG	Case_to_Control.deltaBeta	Case_to_Control.CHR	Case_to_Control.MAPINFO	Case_to_Control.Strand	Case_to_Control.Type	Case_to_Control.gene	Case_to_Control.feature	Case_to_Control.cgi	Case_to_Control.feat.cgi	Case_to_Control.UCSC_Islands_Name	Case_to_Control.SNP_ID	Case_to_Control.SNP_DISTANCE
cg16102040	0.0273301851651086	0.418905385495823	3.87055229316132	0.000322369234077373	0.0363579771949473	-0.977976040592634	0.405240292913268	0.432570478078377	0.0273301851651086	4	146685656	F	II	ZNF827	3'UTR	shelf	3'UTR-shelf	chr4:146682510-146682817	rs116359608;rs113450188	4;7
cg11098737	0.0380578011383862	0.442728175702465	3.87051604895954	0.000322405848252241	0.0363579771949473	-0.978085252467745	0.423699275133272	0.461757076271658	0.0380578011383861	6	39070303	F	II		IGR	opensea	IGR-opensea			
cg09340403	0.0345808660114206	0.439809058802563	3.87029732061788	0.000322626894485262	0.0363707284246523	-0.978744318330561	0.422518625796852	0.457099491808273	0.0345808660114205	6	138247491	F	II		IGR	opensea	IGR-opensea		rs562022577	26
cg14924940	0.0355538495720545	0.724054609548659	3.87023465422388	0.000322690251897715	0.0363707284246523	-0.978933139250883	0.706277684762632	0.741831534334686	0.0355538495720543	4	56716151	F	II		IGR	shelf	IGR-shelf	chr4:56719704-56720228	rs557734958	1
cg13819552	0.0215193353405053	0.38079244034993	3.87016517453903	0.000322760511759652	0.0363707284246523	-0.979142487494988	0.370032772679677	0.391552108020182	0.0215193353405053	9	95799870	F	I		IGR	opensea	IGR-opensea		rs534267988;rs548952661	1;26
cg01936132	0.0324372540764462	0.435385812657273	3.87016384705279	0.00032276185429568	0.0363707284246523	-0.979146487305433	0.41916718561905	0.451604439695496	0.0324372540764461	6	14782174	F	II		IGR	opensea	IGR-opensea		rs543475889;rs538970681;rs563771429	0;7;27
cg24050441	0.0279065365178145	0.340853212968457	3.87016286619722	0.00032276284627472	0.0363707284246523	-0.97914944269253	0.32689994470955	0.354806481227365	0.0279065365178143	6	20907308	F	II	CDKAL1	Body	opensea	Body-opensea			
cg03274401	0.0375864461699028	0.723169716028252	3.86994838494432	0.000322979830509791	0.036389679171876	-0.9797956803393	0.7043764929433	0.741962939113203	0.0375864461699027	8	17017479	F	II	ZDHHC2	Body	shelf	Body-shelf	chr8:17013436-17014790	rs562547674	20
cg12526865	0.0127773426653741	0.941375876097441	3.8695889148277	0.000323343811167281	0.0364170461286511	-0.98087873074468	0.934987204764753	0.947764547430128	0.0127773426653742	15	90907702	R	II		IGR	opensea	IGR-opensea		rs192651678;rs549016177	46;19
cg09883968	0.0336175063586884	0.30488718900565	3.86955293252582	0.000323380266741437	0.0364170461286511	-0.980987139180338	0.288078435826305	0.321695942184994	0.0336175063586884	10	115781084	F	II		IGR	opensea	IGR-opensea		rs189044604;rs554060820	2;19
cg01055075	0.0293345762540889	0.806163704296185	3.8694684368755	0.000323465889341788	0.0364170461286511	-0.9812417078248	0.791496416169141	0.82083099242323	0.0293345762540891	7	1877955	R	II	MAD1L1	Body	shelf	Body-shelf	chr7:1881181-1881391	rs3889797;rs548031736;rs117631538	33;3;1
cg00187403	0.0281355276531403	0.263565401190164	3.86945619995112	0.00032347829128712	0.0364170461286511	-0.981278575008327	0.249497637363594	0.277633165016734	0.0281355276531402	12	90234391	F	II		IGR	opensea	IGR-opensea		rs2553105;rs560613704;rs183634624	0;1;51
cg05574794	0.0285634195349884	0.321498666489858	3.86944442906955	0.000323490221337582	0.0364170461286511	-0.981314038048313	0.307216956722364	0.335780376257352	0.0285634195349884	1	211757171	F	II		IGR	shelf	IGR-shelf	chr1:211751121-211753177	rs549817515;rs371937878	15;35
cg05642798	0.0324130591072895	0.69392006636252	3.86941918095319	0.000323515812296864	0.0364170461286511	-0.981390104797297	0.677713536808875	0.710126595916164	0.0324130591072895	12	34190281	F	II		IGR	opensea	IGR-opensea		rs571931956;rs563619639;rs139996244	1;3;51
cg03994018	-0.0145016221855217	0.0969314425628394	-3.86918034373907	0.000323757989289399	0.0364388052896961	-0.982109653221037	0.1041822536556	0.0896806314700786	-0.0145016221855217	8	37553339	R	I	ZNF703	1stExon	island	1stExon-island	chr8:37551944-37555922	rs546624411;rs567998911;rs535108644;rs556511690;rs568628511	44;23;19;17;8
cg02889774	0.0313930260210544	0.307351735687046	3.86904254621372	0.000323897793238734	0.0364436130026019	-0.982524787180073	0.291655222676519	0.323048248697573	0.0313930260210543	8	21824555	F	II	XPO7	Body	opensea	Body-opensea		rs375053163;rs551367650;rs376663994	40;43;44
cg14176339	0.031803633664531	0.679288895212541	3.86903302009767	0.000323907460212869	0.0364436130026019	-0.982553485623033	0.663387078380275	0.695190712044806	0.0318036336645309	17	79244542	F	II	SLC38A10	Body	opensea	Body-opensea		rs570157382	0
cg04739525	0.0263810471189956	0.73028570531131	3.86899370993068	0.000323947354583923	0.0364436130026019	-0.982671911307889	0.717095181751812	0.743476228870808	0.0263810471189957	19	4902816	R	II	UHRF1	TSS1500	opensea	TSS1500-opensea		rs180859907;rs200818632;rs199889286;rs200656741	49;44;17;5
cg11317520	0.031589588066765	0.698733626157676	3.86884827186482	0.000324094995269407	0.0364547214292714	-0.983110052028883	0.682938832124293	0.714528420191058	0.031589588066765	17	4411998	R	II	SPNS2	Body	opensea	Body-opensea		rs73972605	22
cg11990892	0.0246280623850071	0.314432657248775	3.86865295265212	0.000324293374645226	0.0364640718942902	-0.983698448920898	0.302118626056271	0.326746688441278	0.024628062385007	2	242213721	F	II	HDLBP	TSS1500	shore	TSS1500-shore	chr2:242211289-242212308	rs141174537	0
cg00746968	0.011798314082086	0.945777278003467	3.86862805274982	0.000324318673081994	0.0364640718942902	-0.983773458461421	0.939878120962424	0.95167643504451	0.011798314082086	13	99446945	R	II	DOCK9	3'UTR	opensea	3'UTR-opensea		rs554564990;rs144464149;rs543722179;rs369024723	46;31;20;1
cg14526241	0.0134585070070209	0.919733228926964	3.8685816263812	0.000324365847609452	0.0364640718942902	-0.983913314575915	0.913003975423454	0.926462482430475	0.0134585070070213	10	50595430	R	II	DRGX	Body	opensea	Body-opensea		rs150916357	11
cg11803931	0.0239745139706385	0.366933446953407	3.86854003568059	0.000324408114162373	0.0364640718942902	-0.984038602831944	0.354946189968087	0.378920703938726	0.0239745139706385	5	176920500	R	II	PDLIM7	Body	shore	Body-shore	chr5:176918574-176919659		
cg14521562	0.0250912835440096	0.845918593180214	3.86849940908526	0.000324449406071901	0.0364640718942902	-0.984160986118873	0.83337295140821	0.858464234952219	0.0250912835440096	8	124989509	R	II	FER1L6	Body	opensea	Body-opensea		rs149327662;rs537221595;rs144420068	33;31;1
cg23983043	0.0227311471967913	0.208051536087694	3.86847758808854	0.000324471586508784	0.0364640718942902	-0.984226719264144	0.196685962489298	0.21941710968609	0.0227311471967913	6	105499923	F	II	LIN28B	Body	opensea	Body-opensea		rs185009018;rs576778454	1;6
cg27588384	0.0312922127684343	0.583107709676618	3.86836795892386	0.000324583043641354	0.0364692668734404	-0.984556961053159	0.567461603292401	0.598753816060835	0.0312922127684342	3	45674281	F	II	LIMD1	Body	opensea	Body-opensea		rs544340363;rs562502950	17;44
cg15736847	0.0293408545461905	0.27005539415237	3.86833589596362	0.000324615648201208	0.0364692668734404	-0.984653545084683	0.255384966879275	0.284725821425465	0.0293408545461905	3	113473496	F	II	ATP6V1A	5'UTR	opensea	5'UTR-opensea		rs539905824	20
cg11475325	0.0320179203902269	0.492353233789092	3.86826355860523	0.000324689219067343	0.0364699906818719	-0.984871447104281	0.476344273593978	0.508362193984205	0.0320179203902268	14	71608659	F	II		IGR	opensea	IGR-opensea		rs578218330	0
cg07093681	0.0133600454201251	0.925772480236559	3.86809263512707	0.000324863121057766	0.0364699906818719	-0.985386311787476	0.919092457526496	0.932452502946621	0.0133600454201249	13	28968534	F	II	FLT1	Body	opensea	Body-opensea			
cg27477939	0.0247489520313369	0.722768490139032	3.8680652320688	0.000324891009996019	0.0364699906818719	-0.985468855599338	0.710394014123364	0.735142966154701	0.024748952031337	11	63999442	R	II	DNAJC4	Body	shore	Body-shore	chr11:63997662-63998412	rs544177015	42
cg08481406	0.0200267923386763	0.902858483482098	3.86805003373821	0.000324906478801691	0.0364699906818719	-0.985514636054612	0.89284508731276	0.912871879651436	0.0200267923386761	8	119039000	R	II	EXT1	Body	opensea	Body-opensea		rs17431443;rs116862674	50;32
cg02406165	0.0276519991732799	0.859178712839918	3.86804224101736	0.000324914410480152	0.0364699906818719	-0.985538109273937	0.845352713253278	0.873004712426558	0.0276519991732801	12	52610082	R	II	LINC00592	Body	opensea	Body-opensea		rs569618045;rs148938879	23;13
cg14959425	0.0370234385553642	0.653212145979575	3.86798973234035	0.00032496786034603	0.0364699906818719	-0.985696275160755	0.634700426701893	0.671723865257257	0.0370234385553642	7	20447707	F	II	ITGB8	Body	opensea	Body-opensea		rs551393561;rs184788051;rs533807389	29;32;43
cg02002100	0.0212014496594694	0.89321824024924	3.86797594361133	0.000324981897636172	0.0364699906818719	-0.985737809184918	0.882617515419506	0.903818965078975	0.021201449659469	18	76708944	F	II		IGR	opensea	IGR-opensea		rs568112242	5
cg17695856	0.0252183356757882	0.39512990639898	3.86787686412354	0.00032508278037026	0.0364699906818719	-0.986036251343135	0.382520738561086	0.407739074236874	0.0252183356757881	1	109855826	R	II	SORT1	3'UTR	opensea	3'UTR-opensea		rs72646600;rs72646599;rs540182761;rs141187217	36;11;2;1
cg11624664	0.0341294021592224	0.566553876299249	3.86786684929408	0.000325092979150206	0.0364699906818719	-0.986066417274234	0.549489175219638	0.58361857737886	0.0341294021592226	1	17880592	R	II	ARHGEF10L	5'UTR	opensea	5'UTR-opensea		rs184934854	7
cg26157232	0.0326024530731061	0.297089329210925	3.86784700352684	0.000325113190352407	0.0364699906818719	-0.986126195109273	0.280788102674372	0.313390555747478	0.0326024530731061	16	66695313	F	II	CMTM4	Body	opensea	Body-opensea		rs534830061	1
cg17922749	0.0295588665848259	0.723726745820555	3.86780085572724	0.000325160192591563	0.0364699906818719	-0.986265197197646	0.708947312528142	0.738506179112968	0.029558866584826	16	27985013	R	II	GSG1L	Body	opensea	Body-opensea		rs116791956	24
cg02147126	0.0233217597965994	0.292121029092425	3.86751313565324	0.000325453387727849	0.0364915464313939	-0.987131820904577	0.280460149194126	0.303781908990725	0.0233217597965993	19	827715	F	II	AZU1	TSS200	opensea	TSS200-opensea		rs534152403	25
cg08851393	0.0286561480624377	0.430998451096726	3.86749732392773	0.000325469507725751	0.0364915464313939	-0.987179445428153	0.416670377065508	0.445326525127945	0.0286561480624378	5	134565560	R	II	C5orf66	5'UTR	opensea	5'UTR-opensea			
cg00413583	0.0094200591911261	0.956705128616933	3.86740163805817	0.000325567075561116	0.0364915464313939	-0.987467646685112	0.95199509902137	0.961415158212496	0.00942005919112621	11	125367112	F	II	FEZ1	TSS1500	shore	TSS1500-shore	chr11:125365137-125366319		
cg16241832	0.0363078862155086	0.513986405306061	3.86737305681481	0.000325596224416186	0.0364915464313939	-0.987553731289037	0.495832462198307	0.532140348413815	0.0363078862155083	10	74371870	R	II	MICU1	5'UTR	opensea	5'UTR-opensea		rs543993415;rs112043084	43;40
cg05422796	0.0306922573110572	0.28282402933922	3.86737218241539	0.000325597116220494	0.0364915464313939	-0.987556364910487	0.267477900683692	0.298170157994749	0.0306922573110572	18	5297381	F	II	ZFP161	TSS1500	shore	TSS1500-shore	chr18:5295323-5297099	rs542518564	42
cg00469800	0.0301329334829279	0.468349465129991	3.86730156138009	0.000325669150744342	0.03649413356623	-0.987769068807135	0.453282998388527	0.483415931871455	0.0301329334829278	9	132584943	R	II	TOR1A	Body	shore	Body-shore	chr9:132586191-132586570	rs529094238	26
cg12866960	0.0378143339393034	0.327072587379216	3.86721053537516	0.000325762021319559	0.0364946251779538	-0.988043227513122	0.308165420409564	0.345979754348868	0.0378143339393033	12	66635398	R	II	IRAK3	Body	opensea	Body-opensea		rs576791624;rs139117613;rs552946082;rs573040689	40;37;26;1
cg09812467	0.0262274478507849	0.182195275429604	3.86720130458689	0.000325771440588794	0.0364946251779538	-0.988071029278085	0.169081551504211	0.195308999354996	0.0262274478507848	16	81682598	R	II	CMIP	Body	opensea	Body-opensea			
cg22258096	0.0260215945112322	0.441910159895251	3.86715183350373	0.000325821926285011	0.0364947970341664	-0.988220028243066	0.428899362639635	0.454920957150867	0.0260215945112321	18	74768638	R	II	MBP	Body	shore	Body-shore	chr18:74770351-74770590	rs111499728;rs186929485	34;1
cg02126477	0.015966120993068	0.925823543654984	3.86709544546326	0.000325879480002028	0.0364950075581426	-0.988389858742597	0.91784048315845	0.933806604151518	0.0159661209930682	8	12973902	R	II	DLC1	Body	opensea	Body-opensea		rs182996160;rs138112333	2;1
cg16118273	0.033557091470604	0.391039268384865	3.86705407727057	0.000325921709609986	0.0364950075581426	-0.988514451364373	0.374260722649563	0.407817814120167	0.0335570914706039	12	78392336	F	II	NAV3	Body	opensea	Body-opensea			
cg14133604	0.0295959777344154	0.773332694113683	3.86689077021624	0.000326088468776655	0.0365076142198397	-0.989006292258215	0.758534705246475	0.788130682980891	0.0295959777344154	6	138699088	R	II		IGR	opensea	IGR-opensea		rs568942021;rs182109375;rs550291291	43;19;5
cg22850451	0.0304146407623881	0.624213006408651	3.86684792622603	0.000326132232061214	0.0365076142198397	-0.989135326052992	0.609005686027457	0.639420326789845	0.0304146407623882	19	17829496	F	II	MAP1S	TSS1500	shore	TSS1500-shore	chr19:17830104-17830646	rs185154365;rs577674535;rs111669593	3;12;38
cg01588860	0.0324277074923072	0.864086987911439	3.86657783494681	0.000326408249071423	0.0365189416255035	-0.989948745988232	0.847873134165285	0.880300841657593	0.0324277074923074	11	57365003	R	II	SERPING1	TSS1500	opensea	TSS1500-opensea		rs146408333	2
cg12128624	0.0334783394368392	0.650592166510951	3.86655925994202	0.000326427239884573	0.0365189416255035	-0.990004686263262	0.633852996792531	0.66733133622937	0.0334783394368391	7	157170682	F	II	DNAJB6	Body	opensea	Body-opensea		rs141485130	19
cg25578781	0.0251853070440181	0.1932035574302	3.86652334020707	0.000326463966718887	0.0365189416255035	-0.99011286132835	0.180610903908191	0.205796210952209	0.0251853070440182	11	128446070	F	II	ETS1	5'UTR	opensea	5'UTR-opensea		rs368145841;rs371000443	33;36
cg13056510	0.0368946651635104	0.58230456851582	3.86647003375719	0.000326518478285116	0.0365189416255035	-0.990273396851479	0.563857235934064	0.600751901097575	0.0368946651635105	4	100571808	R	II		IGR	shore	IGR-shore	chr4:100573059-100573578	rs578237898;rs541896824;rs545662792	49;14;5
cg21278023	0.0290352613169939	0.432510148778197	3.86645196732144	0.000326536955146341	0.0365189416255035	-0.990327804724059	0.4179925181197	0.447027779436694	0.0290352613169938	18	74279906	F	II		IGR	opensea	IGR-opensea		rs545830490;rs141200411;rs528417609	0;8;27
cg07872108	0.0200798273630146	0.914435166096705	3.86640741418431	0.000326582524732073	0.0365189416255035	-0.990461977897086	0.904395252415197	0.924475079778212	0.0200798273630148	4	33882186	R	II		IGR	opensea	IGR-opensea		rs188951404;rs7670140	30;8
cg12303312	0.0247187762116497	0.246732259865543	3.86636560690999	0.000326625291387936	0.0365189416255035	-0.990587881073097	0.234372871759718	0.259091647971368	0.0247187762116498	11	8737012	F	II	ST5	Body	opensea	Body-opensea		rs144614878	19
cg14626497	0.0331211338354136	0.689877207363356	3.86635681343288	0.000326634287342754	0.0365189416255035	-0.99061436265737	0.673316640445649	0.706437774281062	0.0331211338354136	5	10576723	F	II	ANKRD33B	Body	opensea	Body-opensea		rs547050197;rs376115955;rs6897378	0;39;44
cg00613552	0.0160012602209525	0.924818276350232	3.86629615008757	0.000326696354026801	0.0365189416255035	-0.99079704964535	0.916817646239756	0.932818906460709	0.0160012602209524	12	109332674	R	II	SVOP	Body	opensea	Body-opensea		rs140502266	46
cg13740045	0.0282960231510495	0.537721518127648	3.86626985321543	0.000326723262764253	0.0365189416255035	-0.990876241910781	0.523573506552123	0.551869529703172	0.0282960231510495	1	110457411	R	II	CSF1	Body	shelf	Body-shelf	chr1:110453143-110453889		
cg09010228	0.0331296207586935	0.836264310847471	3.86616862137579	0.000326826869980696	0.0365250461284617	-0.991181095987177	0.819699500468124	0.852829121226818	0.0331296207586935	9	293115	F	II	DOCK8	Body	opensea	Body-opensea		rs148819547;rs146940924;rs551295782	0;13;48
cg16500987	0.0282692217360815	0.43685749979833	3.86595558926048	0.000327045004346354	0.0365361264094489	-0.991822616585775	0.422722888930289	0.450992110666371	0.0282692217360817	6	167104761	R	II	RPS6KA2	Body	opensea	Body-opensea			
cg22265115	0.0301778794383817	0.532872690639514	3.86594653741348	0.000327054276099779	0.0365361264094489	-0.991849874719725	0.517783750920323	0.547961630358704	0.0301778794383817	9	100306069	F	II	TMOD1	Body	opensea	Body-opensea		rs61689291;rs7864664	6;15
cg15811833	0.0201328080871543	0.893882197988666	3.86591655142609	0.000327084992380488	0.0365361264094489	-0.991940172299305	0.883815793945089	0.903948602032243	0.0201328080871542	11	44007330	R	II		IGR	opensea	IGR-opensea		rs561018754	51
cg12492273	0.0398057252414818	0.312542488984613	3.86588038360075	0.000327122044756295	0.0365361264094489	-0.992049084913686	0.292639626363872	0.332445351605353	0.039805725241482	7	2119499	F	II	MAD1L1	Body	shelf	Body-shelf	chr7:2116367-2116781	rs191152361;rs181123170;rs62444921	1;4;12
cg00460983	0.0276780317953296	0.495880886508262	3.86577292270041	0.000327232157692675	0.0365372922774931	-0.992372680050863	0.482041870610597	0.509719902405927	0.0276780317953295	10	91133941	F	II		IGR	opensea	IGR-opensea			
cg24020890	0.0308444154028429	0.409056014161385	3.86569060340482	0.000327316532731701	0.0365372922774931	-0.992620563487613	0.393633806459964	0.424478221862807	0.0308444154028429	2	152587328	R	II	NEB	Body	opensea	Body-opensea		rs112126396;rs551108095	27;22
cg23386928	0.0296238418109286	0.733183704490994	3.86568392986988	0.000327323373842848	0.0365372922774931	-0.992640659003176	0.71837178358553	0.747995625396458	0.0296238418109283	9	16137159	R	II		IGR	opensea	IGR-opensea		rs571163601;rs140586655;rs547417183	46;12;2
cg17309592	-0.0225912325644994	0.168893541355786	-3.86563524669095	0.000327373283656039	0.0365372922774931	-0.992787254454821	0.180189157638036	0.157597925073536	-0.0225912325644995	3	49591741	F	I	BSN	TSS200	island	TSS200-island	chr3:49591578-49592534	rs527533008;rs549305440	36;41
