	coef	exp.coef.	se.coef.	z	Pr...z..	V1	V2	V3	V4	V5	V6	V7	V8
cg13465852	-0.678642627061122	0.507305127483741	0.280958241418112	-2.41545727093013	0.0157154662733341	chr17	27942115	27942116	cg13465852	CORO6	R	N_Shore	II
cg13483597	0.354293779218685	1.42517381143404	0.194763017414375	1.8191019215157	0.0688958819775686	chr16	31488438	31488439	cg13483597	TGFB1I1	R	Island	II
cg13495850	-1.47249213801104	0.229353192557687	0.192075332032927	-7.66622201001126	1.77136478709673e-14	chr18	20715040	20715041	cg13495850	CABLES1	F	Island	II
cg13509195	-1.11325064495102	0.32848942119131	0.210620422945359	-5.28557786269297	1.25308558483548e-07	chr12	39299716	39299717	cg13509195	CPNE8	F	N_Shore	I
cg13520026	-2.30974750352989	0.0992863178397239	0.216474665270429	-10.6698282713335	1.40886524290364e-26	chr9	97810769	97810770	cg13520026	C9orf3	R	Island	I
cg13525448	-0.26834707614293	0.764642345926275	0.182590529721493	-1.46966590519367	0.14165226114689	chr10	102986601	102986602	cg13525448	NA	F	Island	I
cg13528344	-1.0893898659634	0.336421693426511	0.204427595996438	-5.32897655354898	9.8767744865747e-08	chr13	20768138	20768139	cg13528344	GJB2	R	S_Shore	II
cg13530938	0.0665102558068826	1.06877192513743	0.51482803848793	0.129189264831469	0.897207890449397	chr2	239140190	239140191	cg13530938	LOC151174	F	Island	I
cg13556659	-1.22647237338482	0.293325497563991	0.182304664129048	-6.72759733956472	1.72487445289575e-11	chr11	94276960	94276961	cg13556659	FUT4	F	Island	I
cg13564825	-1.21721760914389	0.296052756493073	0.20017487235816	-6.08077125167838	1.19605825625847e-09	chr19	38747201	38747202	cg13564825	PPP1R14A	R	Island	I
cg13596049	-1.65890773531068	0.190346775658765	0.254155046169806	-6.52714852729043	6.70335674080763e-11	chr18	30051538	30051539	cg13596049	FAM59A	R	S_Shore	I
cg13603508	-1.96369116724786	0.140339447329556	0.222862261550442	-8.81123234407906	1.23777517763207e-18	chr12	39299326	39299327	cg13603508	CPNE8	R	Island	I
cg13617889	-0.790372771561189	0.45367564637839	0.222784156625276	-3.54770636985016	0.000388601185106413	chr15	31733101	31733102	cg13617889	NA	F	Island	I
cg13634242	-2.01271899541941	0.133624854912395	0.267431190810866	-7.52611910868265	5.22706617711234e-14	chr5	60921891	60921892	cg13634242	NA	R	Island	I
cg13635455	-1.52137616904345	0.218411109431782	0.187945949011718	-8.09475371532796	5.73803269965211e-16	chr14	91731012	91731013	cg13635455	NA	F	Island	I
cg13640200	-1.43409879828563	0.238330050712435	0.182423632459608	-7.86136521321142	3.79969153546089e-15	chr12	47474202	47474203	cg13640200	AMIGO2	F	S_Shore	II
cg13647601	-1.58762896945405	0.2044096992551	0.195435877678564	-8.12352874156118	4.52821454456406e-16	chr19	48837598	48837599	cg13647601	TMEM143	F	S_Shore	II
cg13668544	-1.93276390915508	0.144747575946176	0.198664872058743	-9.72876527755537	2.27335553618499e-22	chr9	132646821	132646822	cg13668544	NA	R	N_Shore	I
cg13678973	0.571782733074838	1.77142221115964	0.180821291101311	3.1621427410032	0.00156612775220377	chr1	50513870	50513871	cg13678973	ELAVL4	F	Island	I
cg13709982	-1.78455493585666	0.167871758076658	0.219968201244765	-8.11278596523562	4.94721682716427e-16	chr9	136567739	136567740	cg13709982	SARDH	F	Island	I
cg13719746	-0.109916331050012	0.89590909193372	0.462582041034493	-0.237614782459348	0.812179884110878	chr9	100747559	100747560	cg13719746	ANP32B	R	Island	I
cg13722431	-1.49067240938257	0.225221163789225	0.231945871294774	-6.42681157056729	1.30308181647876e-10	chr6	2903533	2903534	cg13722431	SERPINB9	F	Island	I
cg13726682	-1.73718229843578	0.176015662146286	0.185002019179805	-9.39007209833422	5.99591998315892e-21	chr17	29718306	29718307	cg13726682	RAB11FIP4	R	Island	I
cg13730743	-1.58052141598841	0.205867727490301	0.186907656017649	-8.45616198749592	2.76321686283035e-17	chr19	52207592	52207593	cg13730743	NCRNA00085	R	Island	I
cg13733410	-0.746513607722835	0.474016281973081	0.181411597553624	-4.11502692104439	3.87134228635038e-05	chr7	12443478	12443479	cg13733410	VWDE	R	Island	II
cg13757826	-1.38177600900473	0.251132143814883	0.193200951406564	-7.15201451620691	8.55135231573739e-13	chr17	27943097	27943098	cg13757826	CORO6	R	Island	I
cg13759674	-1.42226190151108	0.241167901459471	0.224576891775963	-6.3330732305705	2.40325424941365e-10	chr9	140051205	140051206	cg13759674	GRIN1	R	Island	I
cg13781197	-1.2450790699406	0.287918141560355	0.182205704914684	-6.83337039596865	8.29424318254451e-12	chr15	85525673	85525674	cg13781197	PDE8A	F	Island	I
cg13782781	-1.2030373817653	0.300280758061432	0.243285965105803	-4.9449518439837	7.61626894698822e-07	chr14	65006359	65006360	cg13782781	HSPA2	F	N_Shore	I
cg13786863	-1.75516184256064	0.17287926080523	0.237646729209807	-7.38559225450602	1.51776255695291e-13	chr11	68610743	68610744	cg13786863	CPT1A	F	N_Shore	II
cg13797425	-1.38073046877759	0.251394849884519	0.718529371047747	-1.92160616449713	0.0546553323436816	chr14	102554977	102554978	cg13797425	HSP90AA1	R	S_Shore	I
cg13798300	-0.62961773318559	0.532795432096273	0.179599299467009	-3.50568033981249	0.000455441845921818	chr4	82136839	82136840	cg13798300	NA	F	S_Shore	I
cg13821433	-1.56490581918284	0.209107706180558	0.196595705778465	-7.96002035235838	1.72010983847364e-15	chr2	26726535	26726536	cg13821433	OTOF	R	Island	II
cg13834146	-1.82119865677494	0.161831654020839	0.233278454040112	-7.80697327693101	5.85776838732904e-15	chr15	77927305	77927306	cg13834146	NA	R	Island	I
cg13837913	-0.914395533425978	0.400758798188726	0.181645547688863	-5.03395511236107	4.80462221515076e-07	chr6	26189410	26189411	cg13837913	HIST1H4D	R	S_Shore	I
cg13839457	-0.647472626275802	0.523366850260046	0.182409836582199	-3.54954885332641	0.000385891856167614	chr11	115630889	115630890	cg13839457	NA	R	Island	I
cg13850606	-1.51249042858922	0.220360501934023	0.262268856231303	-5.76694637069418	8.07207246085715e-09	chr1	229543554	229543555	cg13850606	NA	F	Island	I
cg13864868	-1.59911405002314	0.202075467468537	0.200883246099985	-7.96041522162192	1.71462903728804e-15	chr9	95820799	95820800	cg13864868	SUSD3	F	Island	I
cg13874070	-1.54609665409556	0.213078070108613	0.243372215623395	-6.35280674967457	2.11421257938639e-10	chr17	27347053	27347054	cg13874070	NA	R	Island	I
cg13885965	-1.94372584260451	0.143169527683721	0.231389617868182	-8.40022927783999	4.4560772665734e-17	chr6	30712409	30712410	cg13885965	IER3	R	Island	I
cg13900100	-1.42850041401138	0.239668055758996	0.220253658916374	-6.48570571331011	8.83174051133177e-11	chr6	43970921	43970922	cg13900100	C6orf223	F	Island	II
cg13901526	-1.80451618706586	0.164554050699363	0.195040718250089	-9.25199724065843	2.2033640076587e-20	chr2	127414455	127414456	cg13901526	GYPC	F	S_Shore	II
cg13905586	-1.19875287286426	0.301570073712014	0.18011291207494	-6.65556321895177	2.82217213651733e-11	chr7	155597842	155597843	cg13905586	SHH	R	Island	I
cg13906377	0.314784295424598	1.36996377162987	0.184245781240483	1.70850205255844	0.0875432258556396	chr1	63792695	63792696	cg13906377	NA	R	N_Shelf	I
cg13906823	-2.15146422312699	0.116313723782903	0.243838114303498	-8.82333030368306	1.11105008344136e-18	chr1	161008824	161008825	cg13906823	TSTD1	F	Island	I
cg13912117	-0.811571764140455	0.444159403477219	0.180277260736311	-4.50179773547552	6.73810903475671e-06	chr8	132054555	132054556	cg13912117	NA	R	Island	I
cg13912673	-1.20932092958183	0.298399845151537	0.183284657654044	-6.59804778567156	4.16607001698745e-11	chr9	86571904	86571905	cg13912673	C9orf64	F	Island	I
cg13933174	-1.61031537021945	0.199824585413633	0.191591013352537	-8.40496295750776	4.2799666506378e-17	chr4	184644321	184644322	cg13933174	NA	F	Island	I
cg13933262	0.0152474855912187	1.01536432156262	0.187778309995923	0.0811993972655827	0.935283378847365	chr5	140797172	140797173	cg13933262	PCDHGA4	R	Island	I
cg13943217	-1.41160670410634	0.243751332096862	0.19811368131465	-7.12523584812089	1.03902617404343e-12	chr9	133542125	133542126	cg13943217	PRDM12	F	Island	I
cg13952656	-1.7563404366282	0.172675626358788	0.201825384684491	-8.70227716584731	3.25289933134931e-18	chr2	232260762	232260763	cg13952656	B3GNT7	F	Island	I
cg13975009	-1.58495092850952	0.204957850457239	0.187997188136512	-8.43071614112986	3.43556195441268e-17	chr9	95859121	95859122	cg13975009	C9orf89	F	Island	II
cg13997668	-0.90806371247733	0.403304381727261	0.180693584169291	-5.02543417162267	5.02294845530851e-07	chr10	73847532	73847533	cg13997668	SPOCK2	R	Island	I
cg14000361	-0.889407044675902	0.410899325474046	0.308724130978158	-2.88091197101411	0.00396526370114402	chr6	10882336	10882337	cg14000361	GCM2	F	N_Shore	I
cg14005246	-2.09071532115692	0.123598691429208	0.200569453792603	-10.4238969674754	1.92884334712245e-25	chr14	54413671	54413672	cg14005246	NA	R	Island	I
cg14018731	-1.5959258326159	0.202720756105129	0.18672886925005	-8.546754655697	1.26597914131263e-17	chr9	98784336	98784337	cg14018731	NCRNA00092	F	Island	I
cg14029489	-0.985787016795262	0.373145439615994	0.279947768094223	-3.52132479392896	0.000429396321273371	chr12	49689463	49689464	cg14029489	PRPH	R	Island	I
cg14030882	-1.61222635641606	0.199443088023385	0.198332914431616	-8.12888955439589	4.33240821375453e-16	chr14	61655919	61655920	cg14030882	NA	F	CpG_Ocean	I
cg14044640	1.06080757927216	2.88870290412696	0.19861694611466	5.34097215783269	9.24494559219798e-08	chr7	27187560	27187561	cg14044640	HOXA6	F	Island	I
cg14047667	-1.58721935300158	0.204493445981808	0.187391073637417	-8.47009050213719	2.45202448992585e-17	chr6	6320889	6320890	cg14047667	F13A1	F	CpG_Ocean	II
cg14060111	0.677187933667924	1.96833485423892	0.18057937368973	3.75008462944092	0.000176774899919764	chr20	13200944	13200945	cg14060111	ISM1	F	Island	I
cg14061619	-1.58519857731544	0.204907099174815	0.184859345572292	-8.57516060336548	9.89486232698437e-18	chr2	235860118	235860119	cg14061619	SH3BP4	R	Island	II
cg14093715	-0.873921655298114	0.417311783085257	0.422019085909995	-2.07081073931452	0.0383764862324813	chr9	126776180	126776181	cg14093715	LHX2	R	Island	I
cg14105409	-1.0187975875325	0.361028784802683	0.236749453643066	-4.30327323613801	1.68293088272098e-05	chr9	95820754	95820755	cg14105409	SUSD3	F	Island	I
cg14120784	-1.65163426611769	0.191736304288456	0.19116883888522	-8.63966259223529	5.63792758891906e-18	chr7	73867457	73867458	cg14120784	GTF2IRD1	R	N_Shore	II
cg14121142	-1.47750359635077	0.228206673853003	0.21672897859555	-6.81728676029069	9.27759630430773e-12	chr12	49391363	49391364	cg14121142	DDN	R	Island	I
cg14123923	0.724581737907266	2.06386768179582	0.189927774457787	3.81503832167691	0.000136161801426697	chr13	79176572	79176573	cg14123923	POU4F1	R	Island	I
cg14149680	-0.734626794842724	0.479684446282541	0.179956009329648	-4.08225764496153	4.46003123733152e-05	chr11	2187632	2187633	cg14149680	TH	F	Island	I
cg14155416	-1.07750758466401	0.340442994424467	0.179801162680837	-5.99277317564778	2.06292494704341e-09	chr18	6414330	6414331	cg14155416	L3MBTL4	F	Island	I
cg14169333	-0.0682302148811267	0.934045417668833	0.181081749863767	-0.376792332371751	0.706327939385802	chr9	96721468	96721469	cg14169333	NA	R	Island	I
cg14183184	-1.43414420832304	0.23831922838164	0.195000816445718	-7.35455489091377	1.91564374963731e-13	chr14	99740091	99740092	cg14183184	NA	R	Island	II
cg14186641	-1.3369916438559	0.262634579673991	0.203998321012102	-6.55393454819943	5.60405371402228e-11	chr6	88876741	88876742	cg14186641	CNR1	F	Island	I
cg14189141	0.576158937730515	1.7791913044595	0.179799073366965	3.20445999493329	0.0013531609379166	chr9	1042605	1042606	cg14189141	NA	R	Island	I
cg14203032	-1.70820437553231	0.181190851414139	0.188215786837768	-9.07577628971521	1.12870009510703e-19	chr1	205424985	205424986	cg14203032	NA	F	Island	I
cg14204735	-1.7197294036652	0.17911460911122	0.22252432325815	-7.7282760755558	1.09012731000773e-14	chr17	61524304	61524305	cg14204735	CYB561	F	Island	II
cg14214865	-1.04620138557588	0.351269555600707	0.184816863221	-5.66074635908548	1.50716050510319e-08	chr3	197025863	197025864	cg14214865	DLG1	F	Island	II
cg14222479	0.230436288306156	1.25914924219903	0.179893430659544	1.28095999648962	0.200207717480718	chr3	169487675	169487676	cg14222479	ARPM1	R	S_Shore	II
cg14226182	-0.906302721611991	0.404015222768025	0.181183539410088	-5.00212505265546	5.67017884395529e-07	chr3	158450251	158450252	cg14226182	RARRES1	R	Island	I
cg14230379	-1.84790496683169	0.157566928703303	0.192133622996284	-9.61781148980586	6.72466537958672e-22	chr11	827328	827329	cg14230379	EFCAB4A	F	Island	I
cg14250130	-0.97102852035077	0.378693343922629	0.180033010699304	-5.39361374105222	6.90545791186029e-08	chr10	3109361	3109362	cg14250130	PFKP	F	Island	I
cg14250833	-0.15461238201977	0.856747203750466	0.197271227817739	-0.783755359208379	0.433183672381321	chr6	10882240	10882241	cg14250833	GCM2	R	N_Shore	I
cg14252279	-2.14308084897893	0.117292924013959	0.59294175324266	-3.61431934462183	0.000301137704683814	chr9	124361084	124361085	cg14252279	DAB2IP	F	Island	I
cg14263942	0.0591006522742128	1.06088201555404	0.185850450306836	0.318001124972464	0.750484083567413	chr4	76555772	76555773	cg14263942	CDKL2	F	Island	I
cg14275842	-0.757211607675593	0.468972284260433	0.460930464094711	-1.64278924189312	0.100426546831001	chr17	4802813	4802814	cg14275842	CHRNE	F	Island	I
cg14279121	-1.27649392051692	0.279013832226509	0.1821517828633	-7.00785850377809	2.41993348434225e-12	chr1	52194898	52194899	cg14279121	OSBPL9	R	N_Shore	I
cg14306734	-1.56067572151337	0.209994125699936	0.196749572777298	-7.93229535130885	2.15132048797727e-15	chr18	34833938	34833939	cg14306734	BRUNOL4	R	Island	I
cg14308424	-1.89670376087461	0.150062446596676	0.194131445532787	-9.77020366622817	1.51147918096803e-22	chr9	97811026	97811027	cg14308424	C9orf3	F	Island	II
cg14310034	-1.5440082488351	0.213523528457995	0.205357140708077	-7.51864894257544	5.53451717325513e-14	chr14	54423433	54423434	cg14310034	BMP4	F	S_Shore	I
cg14315558	-2.20751022068182	0.109974119220959	0.221230640232568	-9.9783204458532	1.89649709265146e-23	chr21	26934682	26934683	cg14315558	MIR155HG	R	Island	I
cg14318946	-0.934749199556592	0.392684338588697	0.180456920886916	-5.17990218918982	2.22002274078859e-07	chr11	72929312	72929313	cg14318946	P2RY2	R	Island	I
cg14324370	0.531413880764381	1.7013360952631	0.18821140284052	2.82349460630009	0.00475032252238848	chr2	177042789	177042790	cg14324370	NA	R	Island	I
cg14326413	0.0247187589770256	1.02502680039669	0.236741843330378	0.10441229412297	0.916842166710611	chr4	81123380	81123381	cg14326413	PRDM8	F	N_Shore	II
cg14338887	-1.8574599535947	0.15606854868575	0.191908169629638	-9.67889984662662	3.70683245079335e-22	chr6	42928500	42928501	cg14338887	GNMT	R	Island	I
cg14343548	15.0175058959403	3326748.29182856	1984.62121214554	0.0075669381159668	0.993962514521054	chr11	67038414	67038415	cg14343548	ADRBK1	R	S_Shelf	II
cg14344315	-0.402856523054148	0.66840799358159	0.193460145615732	-2.0823747535802	0.0373082526324976	chr15	31733445	31733446	cg14344315	NA	F	Island	I
cg14350382	-1.39785229955051	0.24712714948798	0.191323208471078	-7.30623488243362	2.74731762651093e-13	chr9	133320728	133320729	cg14350382	ASS1	R	Island	I
cg14353137	0.775705514189594	2.17212405106247	0.180182807207594	4.30510283534367	1.66908183930448e-05	chr8	67873799	67873800	cg14353137	NA	R	Island	I
cg14365570	-1.12730319158169	0.323905590958437	0.300498393547268	-3.75144498536018	0.000175818335378019	chr14	73958272	73958273	cg14365570	HEATR4	R	Island	I
cg14375937	-1.2733967299327	0.279879330855788	0.21137318873172	-6.02440043400642	1.6973765490815e-09	chr10	94825667	94825668	cg14375937	CYP26C1	F	Island	I
cg14380270	0.0728169364731536	1.07553362791266	0.179957441523497	0.404634206047244	0.685746411171286	chr17	33700747	33700748	cg14380270	SLFN11	R	Island	I
cg14386951	0.107794115380719	1.11381840370032	0.183322771962903	0.588001775374268	0.55653110116449	chr6	5999186	5999187	cg14386951	NRN1	R	Island	I
cg14387532	-1.69223288564819	0.1841079726406	0.185160284808042	-9.13928646957178	6.28657352502058e-20	chr2	232571819	232571820	cg14387532	PTMA	R	Island	I
cg14391419	0.927092680074797	2.52715124969313	0.205698618458642	4.50704378581521	6.57370720577353e-06	chr7	19158647	19158648	cg14391419	TWIST1	F	S_Shore	I
cg14394253	-1.81705728068229	0.162503249468622	0.188501996684968	-9.63945906482377	5.44742699400978e-22	chr9	95896880	95896881	cg14394253	NINJ1	R	Island	I
cg14399078	-1.18998694632741	0.304225235297399	0.182426110770286	-6.5231174490469	6.88608981160698e-11	chr3	119298802	119298803	cg14399078	ADPRH	R	Island	II
cg14410395	-0.206887549883893	0.81311107928213	0.18761982349201	-1.10269557892801	0.270159387356772	chr5	134879818	134879819	cg14410395	NA	F	Island	II
cg14411266	0.0131305902641301	1.01321717501908	0.261814313854118	0.050152300960315	0.960001022004334	chr2	40679582	40679583	cg14411266	SLC8A1	F	S_Shore	I
cg14419975	-0.188835509529216	0.8279226808863	0.208060105040352	-0.907600760331218	0.364089192466767	chr1	91196332	91196333	cg14419975	NA	R	S_Shelf	I
cg14425863	-0.166317347044615	0.846777469218467	0.183727100433404	-0.905241233613769	0.365337601727623	chr11	17566034	17566035	cg14425863	USH1C	R	Island	I
cg14428252	-1.5821892331939	0.205524663915526	0.189389443305244	-8.35415747351794	6.59013826954603e-17	chr14	60043289	60043290	cg14428252	C14orf38	F	Island	I
cg14430974	-1.72152138928154	0.178793925723842	0.184342841598514	-9.33869400272612	9.75296573396315e-21	chr9	21995735	21995736	cg14430974	CDKN2BAS	R	Island	I
cg14433074	-2.12580242100621	0.119337171184084	0.595097513711247	-3.57219173669359	0.000354006068257443	chr6	30711090	30711091	cg14433074	IER3	F	Island	II
cg14433247	-1.00082081290983	0.36757760486938	0.18000704239648	-5.55989809946125	2.69932206915327e-08	chr12	14923044	14923045	cg14433247	NA	R	Island	I
cg14433497	1.72543683058178	5.61497328609109	0.19806309204112	8.71155152027797	2.99743501626482e-18	chr15	76634516	76634517	cg14433497	ISL2	F	Island	I
cg14435644	-1.76918867114088	0.170471240971298	0.197245604764584	-8.96947069240115	2.97942728536036e-19	chr4	154711070	154711071	cg14435644	SFRP2	F	N_Shore	I
cg14458955	-1.24692963887388	0.287385821891292	0.223311633901027	-5.58380957181358	2.35306349256043e-08	chr22	42062938	42062939	cg14458955	NA	R	Island	II
cg14482741	14.010656112794	1215487.89374798	1886.99286528783	0.00742485908162504	0.99407587400408	chr17	4802906	4802907	cg14482741	CHRNE	R	Island	I
cg14506196	0.471617926426907	1.60258496137645	0.181189763854334	2.60289497814049	0.00924402659489838	chr10	101295400	101295401	cg14506196	NKX2-3	R	Island	I
cg14507560	0.934873032403372	2.54689006469883	0.186169590621886	5.02162049817318	5.12373435155426e-07	chr5	1882885	1882886	cg14507560	IRX4	F	Island	I
