	PC-P-1	PC-P-10	PC-P-2	PC-P-3	PC-P-4	PC-P-5	PC-P-6	PC-P-7	PC-P-8	PC-P-9	PC-T-1	PC-T-2	PC-T-4	PC-T-6	PC-T-7	NC-P-1	NC-P-12	NC-P-13	NC-P-14	NC-P-15	NC-P-16	NC-P-17	NC-P-18	NC-P-19	NC-P-2	NC-P-20	NC-P-21	NC-P-22	NC-P-23	NC-P-24	NC-P-25	NC-P-26	NC-P-27	NC-P-29	NC-P-3	NC-P-30	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	N37-Pancreas	STL002PA-01	STL003PA-01
chr16:54324489-54324509	0.025	NA	0.025	NA	NA	NA	NA	0.0125	0.0125	0.05	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	0.0291666666666667	NA	NA	NA	NA	NA	NA	0.263438914027149	0.0339285714285714
chr1:170630065-170630079	NA	NA	0.0277777777777778	NA	NA	NA	0.0555555555555556	NA	NA	NA	0.37037037037037	0.5	0.75	0.527777777777778	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA
chr17:59481840-59481847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr9:133308818-133308851	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA	NA	1	NA	NA	0.00571428571428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00952380952380952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00778533635676493
chr11:15095137-15095169	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12:54354964-54354970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	0.0185185185185185	NA	NA	NA	NA	NA	0.0276448697501329
chr17:78452069-78452139	NA	NA	0.00606060606060606	NA	NA	NA	0.00155038759689922	NA	NA	0.00138888888888889	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00606060606060606	NA	0.00101010101010101	NA	NA	NA	NA	0.00606060606060606	NA	0.00350877192982456	NA	NA	NA	NA	NA	NA	NA	NA	0.00202020202020202	NA	NA	NA
chr6:26722714-26722739	0.0555555555555556	NA	NA	0.0151515151515152	0.0333333333333333	NA	NA	0.0555555555555556	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA
chr11:8102788-8102866	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00151515151515152	NA	NA	0.530714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00246913580246914	NA	NA	NA	NA	NA	NA	0.00222222222222222	NA
chr17:76227903-76227930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10:43393580-43393594	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00641025641025641
chr7:24324754-24324780	0.0647727272727273	0.166666666666667	NA	NA	NA	NA	0.00416666666666667	0.01	NA	NA	NA	1	NA	NA	NA	0.025	0.00714285714285714	NA	NA	0.00833333333333333	NA	NA	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00384615384615385	0.025	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10:134000754-134000765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.638888888888889	0.458333333333333	0.5	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3:179754658-179754678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0266666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr5:140228202-140228218	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr5:128797283-128797288	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.138888888888889	1	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA
chr4:6247515-6247535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00574712643678161
chr17:17399137-17399171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75047619047619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0216450216450216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr22:19706464-19706499	NA	NA	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.00606060606060606	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7:8481066-8481190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	0.0333333333333333	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7:127672151-127672263	NA	NA	NA	NA	NA	NA	NA	NA	0.467619047619048	NA	NA	0.877431457431457	NA	0.377431457431457	1	NA	0.00158730158730159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	0.00222222222222222	0.0423529411764706	NA	NA	NA	NA	0.266472396650968	NA
chr2:220349592-220349621	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00625	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0142857142857143	NA	NA	NA	0.0125	0.00625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11:64480696-64480711	NA	NA	NA	0.0125	NA	0.025	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA
chr9:79633570-79633618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75047619047619	NA	NA	NA	0.00476190476190476	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:49242545-49242556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13:58206101-58206138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0238095238095238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr14:70014828-70014872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00333333333333333	NA	NA	0.00341880341880342	NA	NA	NA	NA	NA	NA	NA	0.00229885057471264
chr22:19710841-19710854	NA	NA	NA	NA	NA	NA	NA	NA	0.138888888888889	NA	NA	0.527777777777778	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	0.0151515151515152	NA
chr8:19797007-19797034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0037037037037037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA
chr18:22930348-22930368	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.548888888888889	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00350877192982456	NA
chr7:121784123-121784134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2:109746365-109746388	NA	NA	0.0037037037037037	NA	0.00256410256410256	NA	0.00833333333333333	NA	NA	NA	NA	NA	0.97037037037037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00606060606060606	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19:36736921-36736925	NA	NA	1	NA	0.037037037037037	NA	NA	0.263888888888889	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	0.0555555555555556	NA	0.277777777777778	NA	NA	NA	NA	0.00666666666666667	0.0111111111111111
chr6:28793429-28793539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0666666666666667	NA	NA	NA	NA	NA	NA	NA	NA
chr14:104551944-104551972	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8:105478982-105478988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.177777777777778	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	0.0277777777777778	NA	NA	0.0151515151515152
chr19:30021189-30021208	NA	0.05	NA	NA	0.0142857142857143	NA	NA	NA	NA	NA	NA	0.358333333333333	NA	NA	1	NA	NA	NA	NA	NA	0.025	NA	0.0816666666666667	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	0.00714285714285714	NA	NA	NA	NA	0.00714285714285714	NA	0.0583333333333333	0.00833333333333333	NA	NA	NA
chr15:89910801-89910859	NA	NA	NA	0.0533333333333333	NA	0.00625	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr5:140593442-140593452	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	0.0151515151515152	NA	0.00505050505050505
chr1:66258734-66258753	NA	NA	0.025	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	0.0125	NA	1	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11:74952321-74952426	NA	NA	0.0160657811511701	NA	NA	NA	NA	NA	NA	0.00125786163522013	NA	NA	1	NA	NA	NA	0.00317460317460317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0037037037037037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4:111532794-111532800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00980392156862745	NA
chr2:101437285-101437292	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr20:55205558-55205570	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00277777777777778	NA
chr7:70597196-70597206	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	0.0555555555555556	NA	NA	NA	0.5	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	0.0277777777777778	NA
chr3:181437186-181437195	NA	0.0277777777777778	NA	NA	NA	0.0555555555555556	NA	0.0138888888888889	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0128205128205128	NA
