	7-P-1	7-P-10	7-P-11	7-P-12	7-P-13	7-P-14	7-P-15	7-P-16	7-P-17	7-P-18	7-P-19	7-P-2	7-P-20	7-P-21	7-P-22	7-P-23	7-P-25	7-P-26	7-P-27	7-P-28	7-P-29	7-P-3	7-P-30	7-P-4	7-P-5	7-P-6	7-P-7	7-P-8	7-P-9	7-T-1	7-T-2	7-T-3	7-T-4	7-T-5	NC-P-1	NC-P-12	NC-P-13	NC-P-14	NC-P-15	NC-P-16	NC-P-17	NC-P-18	NC-P-19	NC-P-2	NC-P-20	NC-P-21	NC-P-22	NC-P-23	NC-P-24	NC-P-25	NC-P-26	NC-P-27	NC-P-29	NC-P-3	NC-P-30	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	N37-Lung	STL001LG-01	STL002LG-01
chr16:54317821-54317836	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	NA	0.130952380952381
chr6:157557451-157557479	NA	NA	1	NA	NA	NA	0.121481481481481	0.00952380952380952	0.0037037037037037	NA	1	NA	1	0.125531135531136	1	0.803472823472823	NA	NA	1	1	NA	NA	1	NA	NA	0.00333333333333333	NA	NA	NA	NA	0.341888888888889	0.5	0.667836257309941	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00310077519379845
chr7:105319614-105319648	NA	NA	1	NA	NA	1	NA	1	1	NA	1	NA	NA	NA	NA	0.638888888888889	1	NA	0.822222222222222	NA	NA	NA	0.527777777777778	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	1	0.177777777777778	1	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	0.131629887727449	NA
chr1:1476095-1476153	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.696527176527177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00246913580246914
chr2:43451394-43451445	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0277777777777778	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00574712643678161
chr15:41523050-41523063	NA	NA	1	NA	NA	NA	1	NA	1	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	NA	NA
chr3:2141357-2141381	NA	NA	1	NA	NA	1	0.0238095238095238	NA	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.555555555555556	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA
chr2:119610489-119610525	NA	NA	1	NA	1	0.666666666666667	NA	0.9	NA	0.037037037037037	0.976190476190476	NA	1	0.25	1	0.855555555555556	NA	NA	0.966666666666667	0.976190476190476	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.761904761904762	0.638461538461539	NA	0.174327122153209	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	0.0151515151515152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4:145567965-145568091	NA	NA	1	1	NA	0.0467532467532468	1	NA	0.166666666666667	0.120634920634921	1	NA	0.0333333333333333	1	0.137445887445887	NA	0.888888888888889	NA	0.02	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00350877192982456
chr9:1045618-1045623	NA	NA	NA	NA	0.333333333333333	0.666666666666667	1	NA	1	NA	1	NA	NA	NA	NA	NA	0.25	1	NA	NA	NA	NA	0.5	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	1	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18:10032965-10033067	NA	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0037037037037037	NA
chr12:63025986-63026026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.0388888888888889	1	0.108333333333333	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19:53324511-53324692	NA	NA	0.02	0.833333333333333	0.363333333333333	0.705909090909091	1	0.358333333333333	0.680555555555556	1	0.073015873015873	0.025	0.5	1	1	0.5	0.02	1	0.222857142857143	1	0.126666666666667	NA	0.966666666666667	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00246913580246914
chr1:231113369-231113428	NA	0.0925925925925926	NA	NA	NA	NA	0.166666666666667	1	NA	0.166666666666667	0.277777777777778	NA	NA	1	NA	NA	0.0416666666666667	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.116666666666667	0.0141843971631206	0.0541666666666667
chr19:1132141-1132178	NA	NA	0.191666666666667	NA	NA	0.025	1	0.02	0.237142857142857	0.327922077922078	NA	NA	1	1	NA	1	0.146363636363636	NA	NA	1	NA	NA	0.235555555555556	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	0.0691295546558705
chr9:14348848-14348871	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.958333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7:65667438-65667603	NA	NA	NA	NA	NA	NA	0.333333333333333	NA	1	NA	NA	0.166666666666667	0.888888888888889	0.666666666666667	NA	NA	1	NA	0.888888888888889	1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0476190476190476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.167029774872912	NA
chr14:23834555-23834596	NA	NA	0.261904761904762	1	0.177777777777778	0.177777777777778	0.177777777777778	1	0.261904761904762	0.177777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00508365508365508
chr20:52789941-52789955	NA	NA	0.805714285714286	NA	1	NA	NA	NA	0.77	NA	NA	NA	NA	0.98	1	1	0.77	NA	NA	NA	NA	NA	NA	NA	NA	0.02	NA	NA	NA	NA	NA	0.977777777777778	NA	NA	NA	0.179166666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19:45655545-45655563	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	0.0166666666666667	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00138888888888889
chr14:37641730-37641742	NA	0.0166666666666667	0.0925925925925926	0.216666666666667	NA	NA	0.177777777777778	0.170995670995671	0.0416666666666667	0.177777777777778	1	NA	0.138888888888889	NA	0.177777777777778	NA	0.177777777777778	0.166666666666667	NA	0.888888888888889	0.857142857142857	NA	0.463203463203463	0.0277777777777778	NA	NA	NA	0.0673076923076923	NA	NA	NA	NA	NA	0.642857142857143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00136986301369863
chr13:109793301-109793321	NA	NA	1	NA	NA	NA	0.177777777777778	NA	0.888888888888889	1	NA	NA	1	1	1	0.888888888888889	NA	NA	1	NA	NA	NA	0.833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	0.111111111111111	NA	0.111111111111111	NA	NA	NA
chr4:41869280-41869297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA
chr2:105459597-105459622	NA	NA	0.5	0.437248677248677	0.0603174603174603	0.727580850522027	1	0.333333333333333	0.42031746031746	1	0.666666666666667	NA	1	NA	0.5	1	1	1	0.5	1	0.5	NA	0.364021164021164	0.00634920634920635	NA	NA	NA	NA	NA	NA	1	NA	NA	0.00476190476190476	NA	NA	0.00952380952380952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00476190476190476	NA	0.0138150609080842
chr16:3551225-3551333	0.00416666666666667	NA	0.119444444444444	0.222857142857143	NA	0.02	NA	NA	0.025	0.179166666666667	0.0950937950937951	NA	0.0577777777777778	0.358333333333333	1	0.0285714285714286	NA	NA	0.222857142857143	0.324285714285714	0.237142857142857	NA	0.0577777777777778	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000680272108843537
chr19:2167495-2167589	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.216666666666667	1	0.0575757575757576	NA	NA	NA	0.025	NA	0.025	NA	NA	1	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0242424242424242	NA	0.00666666666666667	NA	NA	NA	NA	NA	0.168217418546366
chr20:30583005-30583010	NA	0.0416666666666667	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0138888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4:10462905-10462948	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00529100529100529
chr4:10462974-10463022	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	0.052027972027972	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0181958680588818
chr8:53851612-53851703	NA	NA	NA	NA	0.952380952380952	0.822222222222222	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	1	0.365079365079365	NA	NA	NA	NA	0.0476190476190476	NA	NA	NA	NA	NA	0.5	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	NA	NA	NA	NA	NA	NA	NA	0.00574712643678161
chr5:55117848-55117893	0.00606060606060606	NA	0.579372294372294	0.263068783068783	0.255661375661376	0.368644688644689	1	NA	NA	0.262395382395382	0.259365079365079	NA	NA	NA	0.368644688644689	1	1	NA	0.1625	0.609470899470899	NA	NA	0.255661375661376	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	0.988888888888889	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	0.00952380952380952	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.171973410576352	0.00114942528735632
chr2:192711471-192711579	NA	NA	0.262735042735043	NA	0.922077922077922	1	NA	1	NA	1	1	NA	NA	NA	NA	NA	1	NA	0.324285714285714	0.822222222222222	1	NA	NA	0.475714285714286	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	0.145104427736007
chr1:37500959-37501087	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	1	0.025	NA	NA	0.891666666666667	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0281481481481481	0.01
chr19:41119675-41119740	NA	NA	NA	1	NA	NA	NA	0.976190476190476	1	NA	NA	NA	0.891666666666667	1	1	NA	NA	1	NA	NA	NA	NA	1	0.333333333333333	NA	0.0142857142857143	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA	NA	0.0111111111111111	NA	0.01	NA	NA	0.01	NA	NA	NA	NA	NA	NA	0.0515151515151515	NA	0.24531017369727
chr22:46367513-46367526	0.0694444444444444	NA	1	0.666666666666667	NA	NA	NA	NA	1	NA	0.5	NA	NA	NA	NA	NA	1	1	0.5	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	0.231481481481481	0.737037037037037	NA	0.819444444444444	0.239316239316239	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0119047619047619	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	0.122484259562543
chr6:27798370-27798498	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0388574369531652
chr4:140657084-140657105	NA	NA	0.5	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	0.179263565891473
chr19:47152996-47153005	NA	NA	0.0277777777777778	0.111111111111111	1	1	1	NA	0.5	1	NA	NA	1	NA	NA	1	1	NA	NA	1	NA	NA	0.0555555555555556	0.0277777777777778	NA	NA	NA	1	NA	1	1	NA	NA	0.138888888888889	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	0.277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	0.0351851851851852
chr10:8077484-8077637	NA	NA	1	NA	1	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	0.133333333333333	NA	NA
chr20:25129164-25129177	NA	NA	0.333333333333333	0.5	NA	NA	NA	0.35	0.5	0.25	NA	NA	0.5	NA	1	NA	NA	0.5	1	0.5	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2:110970108-110970114	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0666666666666667	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0833333333333333	0.0833333333333333	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr6:26172660-26172822	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00130718954248366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000701754385964912
chr6:17281128-17281198	NA	NA	0.390529100529101	0.0111111111111111	NA	0.744338624338624	1	NA	NA	0.398648758648759	1	NA	1	0.988888888888889	NA	NA	0.0111111111111111	1	0.393054353054353	NA	1	NA	0.00952380952380952	NA	NA	NA	NA	NA	NA	0.0111111111111111	0.786108706108706	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	0.0036036036036036
chr13:28498832-28498880	0.0166666666666667	NA	1	NA	1	NA	NA	0.322510822510823	0.327777777777778	1	NA	NA	NA	NA	NA	1	0.5	1	1	0.822222222222222	0.891666666666667	NA	1	0.0476190476190476	NA	NA	NA	NA	NA	NA	0.583333333333333	0.554166666666667	0.411111111111111	NA	NA	0.0185185185185185	NA	NA	NA	NA	0.0138888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.122222222222222	NA	NA	NA	NA	NA	NA
chr1:146544306-146544335	NA	NA	NA	NA	1	NA	1	0.333333333333333	NA	1	NA	0.116666666666667	NA	NA	NA	NA	1	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.745588235294118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00514034122179417
chr10:101491710-101491749	NA	NA	1	0.5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.138888888888889	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr6:26234944-26235118	NA	NA	1	NA	NA	1	1	1	0.336943529392042	NA	0.5	NA	NA	1	0.283649683649684	NA	NA	1	NA	0.317728937728938	0.0647552447552448	NA	0.600873015873016	NA	NA	NA	NA	NA	0.00476190476190476	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00353982300884956
chr4:140657010-140657025	NA	NA	0.5	0.0133333333333333	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0752652187188213
chr4:1397238-1397261	NA	NA	0.75	0.5	NA	1	1	0.25	0.666666666666667	0.678095238095238	0.5	0.00625	0.333333333333333	1	1	1	0.524285714285714	NA	1	NA	NA	NA	0.5125	NA	0.0125	NA	NA	NA	NA	NA	0.591666666666667	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	0.025	NA	NA	NA	NA	NA	NA	0.025	NA	0.00714285714285714	NA
chr8:41570553-41570621	NA	NA	0.516666666666667	NA	1	NA	0.455343100835092	1	NA	1	1	0.00666666666666667	NA	1	1	NA	NA	NA	NA	0.990476190476191	NA	NA	NA	NA	0.00606060606060606	0.0111111111111111	0.00416666666666667	NA	NA	NA	1	NA	NA	NA	NA	0.019047619047619	NA	NA	NA	NA	NA	NA	0.0222222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	0.015906432748538	NA	NA	NA	NA	NA	0.0133333333333333	0.0037037037037037	0.00222222222222222
chr7:127744235-127744404	NA	0.00512820512820513	1	1	0.00833333333333333	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	0.918399655899656	NA	NA	NA	NA	NA	NA	NA	NA	0.00111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000888888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3:124860522-124860543	NA	NA	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	0.00833333333333333	NA	NA	NA	NA	0.00526315789473684	NA
chr8:687326-687340	NA	NA	0.5	NA	NA	0.5	NA	NA	0.0555555555555556	0.75	NA	NA	NA	1	NA	1	1	NA	1	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00813008130081301
chr17:75956001-75956138	NA	NA	NA	1	NA	NA	NA	0.0833333333333333	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	0.037037037037037	0.11624649859944
chr17:38573881-38573997	NA	NA	0.394212454212454	NA	NA	0.294227994227994	NA	0.00952380952380952	0.385396825396825	NA	1	0.00512820512820513	0.496969696969697	0.496969696969697	NA	0.399114959114959	0.5	NA	0.495652173913044	NA	0.341620996224577	NA	NA	NA	NA	NA	NA	NA	NA	0.00317460317460317	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00117994100294985
chr5:2751040-2751062	NA	NA	NA	NA	0.598991710044342	NA	NA	NA	NA	0.71081357239252	NA	0.00476190476190476	0.443267843267843	NA	NA	NA	NA	NA	0.113015873015873	1	NA	0.0412698412698413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.500952380952381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00350877192982456	NA	0.00141843971631206
chr5:34839505-34839613	NA	0.00740740740740741	NA	NA	NA	0.0206349206349206	1	NA	0.236797632192369	NA	0.363790425261014	NA	0.559110424282049	0.74952380952381	1	NA	NA	0.781111111111111	NA	1	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00222222222222222	NA	0.00151515151515152	NA	NA	NA	NA	NA	0.00202020202020202	NA	0.00459770114942529	NA	NA	NA	0.00317460317460317	NA	NA	NA	NA	NA	NA	0.00246913580246914	NA	0.000793650793650794
chr3:181441390-181441512	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0277777777777778	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	0.0416666666666667	NA	NA	0.277777777777778	NA	NA	0.0333333333333333	0.0185185185185185	NA
